Pays_indic,Country Name,Country Code,Indicator Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
GIN_GDP (current US$),Guinea,GIN,GDP (current US$),2995360969.1619897,2829435956.5156302,2950198648.95191,3446441698.00738,3635458132.65317,2937071767.25576,4220019242.74824,6281917655.90249,6964179193.84418,6716904568.76482,6853467857.61127,6785137172.770579,7638045254.42864,8376613843.27265,8778473614.54728,8794202443.67366,8595955581.21787,10324668266.5921,10907214993.5687
GIN_GDP per capita (current US$),Guinea,GIN,GDP per capita (current US$),363.482478999068,336.154060596022,343.602751263488,393.73986978173104,407.300337087139,322.415681605527,453.40351845416296,659.992722954546,715.09682041101,674.085550245057,672.424402562443,651.135363533047,717.050737885584,769.003943268326,787.23807021997,769.2560137460159,732.291075213299,855.573639877367,878.599613250501
GIN_Gross capital formation (% of GDP),Guinea,GIN,Gross capital formation (% of GDP),20.472789612431,16.477882130736102,14.5381240099268,21.6160036252275,20.727609597721,19.5348318248864,24.5634012048664,23.419675502037396,26.2177006464673,21.306614856724998,20.3253991265086,24.053332700938302,26.021526239474,23.4939604363056,22.816576714933,24.1633650429097,52.669842196392004,22.270417145837,18.9272712840565
"GIN_Unemployment, total (% of total labor force) (modeled ILO estimate)",Guinea,GIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.50099992752075,4.49900007247925,4.5489997863769505,4.55399990081787,4.50899982452393,4.4520001411438,4.33300018310547,4.23199987411499,4.19899988174438,4.42899990081787,4.48699998855591,4.48999977111816,4.5019998550414995,4.51800012588501,4.467999935150151,4.43400001525879,4.39200019836426,4.31799983978271,4.24700021743774
GMB_Exports of goods and services (current US$),"Gambia, The",GMB,Exports of goods and services (current US$),201981794.86377427,149998087.61283067,157033783.8516302,151438811.0968963,198101238.42411426,204546568.02704412,221729727.03335327,230768612.25244698,226068383.77102044,228340664.45482025,226367271.16949835,237666106.61371616,280761041.3659587,261079084.811001,268476026.16634274,270072130.6538809,236219097.3543143,252666151.74355003,362985807.38414645
GMB_GDP (current US$),"Gambia, The",GMB,GDP (current US$),782915402.421095,687408804.6305269,578236035.104279,487038821.611959,961900106.892751,1027702254.3866401,1054113426.7094699,1279704744.82781,1561763437.0325,1450140385.97229,1543292392.54605,1409694553.9093401,1415006238.0950902,1375608956.10386,1229460601.92174,1378176868.31568,1484579844.3714302,1504909753.2874599,1670670668.5939
GMB_GDP per capita (current US$),"Gambia, The",GMB,GDP per capita (current US$),594.1516429886669,505.420149661362,411.77248040377,335.906216950504,642.7549298427299,665.721940653672,662.3624609769561,780.380099148097,924.511516430027,833.2804027240961,860.637873688125,762.7610541311591,742.781137796627,700.514971960668,607.428404115004,660.723571244322,690.778886042938,679.7569139658281,732.717513775219
GMB_Gross capital formation (% of GDP),"Gambia, The",GMB,Gross capital formation (% of GDP),4.562497396772089,11.1727401352846,7.27832762883119,10.0388860071725,14.3183765243099,13.8318506658647,15.6906853088323,12.5665208782691,10.5224347295927,12.8914138046647,13.8767105275043,12.8961682852301,20.877168649491697,14.7115331277791,16.6526151249804,20.3498131894558,24.919934192266002,22.959729819207396,20.8784242569263
"GMB_Unemployment, total (% of total labor force) (modeled ILO estimate)","Gambia, The",GMB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.420000076293949,9.41699981689453,9.48999977111816,9.4980001449585,9.43099975585938,9.34500026702881,9.16600036621094,9.01099967956543,8.95899963378906,9.3100004196167,9.39500045776367,9.39900016784668,9.41699981689453,9.440999984741211,9.36499977111816,9.3129997253418,9.24899959564209,9.13599967956543,9.02700042724609
GNB_Exports of goods and services (current US$),Guinea-Bissau,GNB,Exports of goods and services (current US$),80534492.51049496,83214529.48309368,74507966.6928638,89188363.32082163,98218239.53517462,94803610.52569266,76111090.26816426,140713510.14356086,172333993.27354214,156473341.96057168,126683553.14521627,282367523.2138615,153091833.3590239,190986184.23663485,213171025.52205387,288714347.1619381,312531977.4230959,374997825.7376508,369612554.94453675
GNB_GDP (current US$),Guinea-Bissau,GNB,GDP (current US$),370173838.651652,392621385.89457595,417806667.07798,477458598.710737,532062927.382438,587029054.444652,592365688.05204,696910810.918663,868154708.520179,830126469.986608,849878424.225986,1099818651.9811401,989271229.637162,1046087417.96916,1054915645.19654,1048229629.42039,1179004941.2290401,1350177127.5523,1458868241.85588
GNB_GDP per capita (current US$),Guinea-Bissau,GNB,GDP per capita (current US$),308.14411929370897,319.95718861661203,333.058844833549,372.053875509514,405.075118373342,436.475544782741,430.00425241930606,493.72269276859595,599.995237190988,559.414193873264,558.176134508158,703.663718670535,616.376432113543,634.6628092397959,623.310881630911,603.4011182466929,661.456725387231,738.5499448907821,778.349910210043
GNB_Gross capital formation (% of GDP),Guinea-Bissau,GNB,Gross capital formation (% of GDP),11.740947544155901,10.224602597763901,7.41546650197697,9.082794345503599,8.82455083631231,11.0263427415707,9.9907259901702,12.5199809332514,12.786036126313,10.8021311311645,10.7852364362746,9.9349911053314,6.69903875706954,7.22440485965896,11.416602422529198,8.085553071530809,7.82309374456687,9.000980526400749,10.8930892369823
"GNB_Unemployment, total (% of total labor force) (modeled ILO estimate)",Guinea-Bissau,GNB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.6800000667572,2.6770000457763703,2.72000002861023,2.72399997711182,2.68300008773804,2.63100004196167,2.5260000228881805,2.43600010871887,2.4059998989105202,2.60700011253357,2.6559998989105202,2.65799999237061,2.66799998283386,2.6800000667572,2.63499999046326,2.60400009155273,2.56599998474121,2.5,2.43799996376038
GRC_Exports of goods and services (current US$),Greece,GRC,Exports of goods and services (current US$),30865641238.253086,31036298881.431767,30939794842.838326,37446013544.0181,49807418673.95075,52808084815.32154,57872322167.85839,71726594579.7975,82807605097.40736,62641264240.06678,66165509574.41879,73490370348.67271,70468158674.87387,72806344689.98586,76733682444.59003,62031002163.15692,58691179534.467834,67164628376.78933,78811714870.19757
GRC_GDP (current US$),Greece,GRC,GDP (current US$),130133845586.88,136191353914.989,153830946734.425,201924269751.693,240521261484.976,247783002114.165,273317736795.885,318497937311.799,354460802695.181,330000251458.739,299361576293.332,287797821676.138,245670666767.53302,239862011051.781,237029578730.029,196591353872.132,195222443844.78302,203588424740.3,218138367208.79898
GRC_GDP per capita (current US$),Greece,GRC,GDP per capita (current US$),12042.9537140472,12538.1788690276,14110.313365211101,18477.578360286203,21955.104136494097,22551.7357667365,24801.1577837357,28827.3263926878,31997.2820241039,29710.970232487998,26917.758954907702,25916.293491380497,22242.681946403998,21874.8194678407,21760.9797507704,18167.7737271656,18116.459653128502,18930.2186276597,20324.304991781202
GRC_Gross capital formation (% of GDP),Greece,GRC,Gross capital formation (% of GDP),25.825686719792,25.691335151164303,24.749704461188003,27.374885304289304,25.307169537167002,22.0992782898444,26.1519016516029,27.131097970978605,24.511292369916,18.3378972308832,17.0482410794813,15.1046567779495,12.8031535840784,11.6010472954429,11.9110200307933,10.2170111517902,11.4745620560706,12.509526053768498,13.111901929347301
"GRC_Unemployment, total (% of total labor force) (modeled ILO estimate)",Greece,GRC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.248000144958501,10.456000328063999,9.97500038146973,9.41199970245361,10.310999870300302,9.99400043487549,9.00800037384033,8.39599990844727,7.7600002288818395,9.61600017547607,12.713000297546401,17.8649997711182,24.4389991760254,27.4659996032715,26.4909992218018,24.8969993591309,23.538999557495103,21.488000869751,19.2919998168945
GTM_Exports of goods and services (current US$),Guatemala,GTM,Exports of goods and services (current US$),3895385279.2662764,5275584493.42122,5463975082.143267,5648926179.652173,6464752708.739706,6817724662.361316,7537173335.437863,8721105938.774723,9673843690.476202,9046785507.743587,10667583174.067345,12688288796.97895,12530952103.75817,11658261378.67833,12579635808.696096,12331463395.51654,12387113909.393513,13252465466.32368,13323208187.041187
GTM_GDP (current US$),Guatemala,GTM,GDP (current US$),19288827158.9035,18702802522.0777,20776403774.1156,21917430694.2538,23965275794.3749,27211377107.3763,30231249625.1282,34113107372.317,39136436613.7566,37733609794.6481,41338008612.7727,47654783851.8252,50388460924.7345,52996540576.3161,57852399705.1292,62186186575.7433,66053725049.0138,71612352644.9734,73118147941.2704
GTM_GDP per capita (current US$),Guatemala,GTM,GDP per capita (current US$),1664.2989582704502,1575.4285574039902,1710.34146844776,1765.3516767453698,1889.6918236601398,2101.54181782248,2287.9357153063,2531.2060801227,2848.50315971409,2695.22126447199,2898.94221470448,3281.66750176033,3408.78491640236,3522.7736977543395,3779.6423192314296,3994.6369128847496,4173.30166619474,4451.45098144235,4472.89237082577
GTM_Gross capital formation (% of GDP),Guatemala,GTM,Gross capital formation (% of GDP),17.8353874290357,19.6591704118746,20.5539279183407,20.3005950466858,20.8465536323037,19.735882702755898,20.8241407825778,20.8312075001033,16.4020969000468,13.0529546461442,13.9375088763766,15.2291999158446,14.9545710020898,15.8426266793364,15.071162400290198,14.8281550980515,13.861968735743599,13.6189026619641,13.8786842709599
"GTM_Unemployment, total (% of total labor force) (modeled ILO estimate)",Guatemala,GTM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.7660000324249303,2.76500010490417,2.8029999732971205,2.80699992179871,2.97099995613098,3.01099991798401,2.9949998855590803,2.9909999370575,3.0439999103546103,3.34699988365173,3.49699997901917,3.1159999370575,2.76500010490417,3.01699995994568,2.7170000076293905,2.50600004196167,2.58299994468689,2.4619998931884797,2.40199995040894
HND_Exports of goods and services (current US$),Honduras,HND,Exports of goods and services (current US$),3833918331.1909328,3931303628.6570873,4143693230.5577044,4452148105.460309,5181716337.995683,5757220307.66289,6119755281.764661,6614386798.693852,7124821464.467459,5766473847.717125,7247910834.025774,9077897775.028963,9431576950.292814,8869036740.06817,9396713234.73357,9475880830.432154,9276487847.602345,10082624078.749626,10032351993.707834
HND_GDP (current US$),Honduras,HND,GDP (current US$),7103507989.050441,7651174661.42872,7858235333.4834,8230387552.2259,8869311410.95131,9757034456.7578,10917481688.4711,12361257680.5627,13881701033.6546,14587496229.1811,15839344591.9842,17710315005.9999,18528601901.323997,18499710127.8385,19756494434.7031,20979767785.2104,21717622071.3816,23136232229.6069,24024189735.8876
HND_GDP per capita (current US$),Honduras,HND,GDP per capita (current US$),1080.46212866245,1133.18637171644,1134.06477216319,1158.17873532358,1217.81802119982,1308.0914436425098,1430.0570515417598,1583.0478562721698,1739.3533773407598,1789.70665110755,1904.34646496881,2088.31530028695,2144.3426111782,2102.59316626494,2206.05193412773,2302.20137936204,2342.5846511956797,2453.72789597457,2505.7767518956
HND_Gross capital formation (% of GDP),Honduras,HND,Gross capital formation (% of GDP),28.2884312103977,26.000944131563603,24.258438326935895,25.2808823550006,29.6655573270591,27.622975889726895,28.341929729310497,33.665300607277004,36.065969836546294,20.599443751492,21.8798406875029,25.999991642484602,24.5642087901292,21.760352303105602,22.1838322277385,25.118004748860397,23.377128535763397,24.8206947698117,25.897102794461603
"HND_Unemployment, total (% of total labor force) (modeled ILO estimate)",Honduras,HND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.91799998283386,4.0,4.019999980926509,5.300000190734861,5.9899997711181605,4.90899991989136,3.57500004768372,3.2109999656677206,3.1559998989105202,3.29200005531311,4.11899995803833,4.473999977111821,3.75399994850159,4.09600019454956,5.48799991607666,6.14699983596802,6.7270002365112305,5.52799987792969,5.6479997634887695
HRV_Exports of goods and services (current US$),Croatia,HRV,Exports of goods and services (current US$),7638063884.815854,8631397032.400505,9710014690.174746,12448198976.419775,15347685910.890984,16669918688.64217,19123850275.37726,22761205420.82181,25575432905.694427,20447389403.401707,21635541493.338947,24236617603.70546,22335640412.78508,23470755729.663376,24953875401.12056,22969269548.47314,24574438728.62479,27673923003.016117,30811066855.248566
HRV_GDP (current US$),Croatia,HRV,GDP (current US$),21633671680.8738,23054778851.2787,26813968850.5192,34682900712.6654,41587470546.7946,45376744001.8044,50423077102.0764,60073426976.5069,70234425974.0453,62600093958.9538,59918313669.1671,62537851352.4904,56580819623.8529,58194069434.1423,57639588805.5871,49525747503.8149,51601147665.8089,55481644098.0495,61375222347.0256
HRV_GDP per capita (current US$),Croatia,HRV,GDP per capita (current US$),4841.58673269484,5362.022896622249,6232.655594710761,8059.420172906441,9661.16957366412,10527.892681523299,11695.944664086,13937.448387519,16296.805923849799,14540.6416034433,13949.326497497701,14609.5243524166,13258.3598451041,13674.417804999899,13599.4097770608,11781.7347932429,12361.4838303671,13451.6249479152,15014.0850191716
HRV_Gross capital formation (% of GDP),Croatia,HRV,Gross capital formation (% of GDP),20.211442345241302,21.4378540518427,24.723114510861503,28.1285627208675,26.8995341108153,26.9961336217119,29.189397587641803,29.061922333754897,30.7343306924196,25.1556105913063,21.110248320890502,19.9404530203523,18.808483441329397,19.3908955793957,18.9462875541188,20.606745599882398,21.0218683559083,21.9960550952051,23.445864478601
"HRV_Unemployment, total (% of total labor force) (modeled ILO estimate)",Croatia,HRV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",16.0639991760254,15.8219995498657,15.0530004501343,13.923999786377001,13.663999557495101,12.597999572753901,11.130000114440902,9.90900039672852,8.52999973297119,9.20199966430664,11.619999885559098,13.6780004501343,15.9350004196167,17.250999450683597,17.2900009155273,16.1749992370605,13.102999687194801,11.208000183105499,8.43200016021729
