Pays_indic,Country Name,Country Code,Indicator Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
JAM_GDP (current US$),Jamaica,JAM,GDP (current US$),8985352831.94058,9194717835.99985,9719017925.92929,9430230564.4699,10174664853.9476,11243868485.7428,11930171468.3796,12799593017.7101,13709402085.3206,12120460872.8003,13220556882.7046,14444655299.8772,14807086889.2099,14262589157.7413,13897804560.3487,14187696311.3556,14075894320.3166,14806340821.0871,15713908816.1463
JAM_GDP per capita (current US$),Jamaica,JAM,GDP per capita (current US$),3384.6948609054602,3437.66065752366,3609.2006505867603,3480.5129495426195,3733.80141171611,4103.59714414282,4331.30306028832,4623.75123778147,4928.11400843192,4335.18151194091,4704.05445468166,5111.471413428,5209.85193130013,4989.17139091154,4833.79031821405,4907.50371974316,4843.33847410864,5069.18383810726,5354.2368587703
JAM_Gross capital formation (% of GDP),Jamaica,JAM,Gross capital formation (% of GDP),23.463337888702604,25.8803612005022,27.337718226349697,26.2476354887881,26.4672108900349,26.942377005637802,28.4225128006365,26.571194356120802,24.3505399801894,21.0562677587986,20.2065266516363,21.4363320120383,19.933172313766,21.2622928151716,22.4760758257197,21.3537913098392,21.2813432801915,22.5358713792153,23.336567781440202
"JAM_Unemployment, total (% of total labor force) (modeled ILO estimate)",Jamaica,JAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",15.538999557495101,14.9300003051758,14.190999984741199,11.7399997711182,11.4399995803833,11.2629995346069,10.3249998092651,9.74499988555908,10.3299999237061,11.3620004653931,12.3660001754761,12.6999998092651,13.9300003051758,15.251000404357901,13.7399997711182,13.510999679565401,13.1920003890991,11.6339998245239,9.10400009155273
JOR_Exports of goods and services (current US$),Jordan,JOR,Exports of goods and services (current US$),3538928067.7009926,3781805359.6614904,4552186177.715094,4829901269.393538,5998589562.764456,6713822284.908321,8201269393.512003,9387588152.327215,12699309567.422834,11061126760.56336,12751830985.915485,13743802816.90139,14307464788.73239,14227605633.802832,15524929577.464794,14120563380.28167,13538028169.014082,14300140845.070423,15092676056.338024
JOR_GDP (current US$),Jordan,JOR,GDP (current US$),8460424400.564179,8975689844.8519,9582453032.44006,10195660789.8449,11411390409.0268,12588665303.244,15056929760.2257,17110587447.1086,22657662394.9553,24537876123.688,27133804244.3669,29524149164.8994,31634561670.4356,34454440180.6582,36847643587.2383,38587017944.3352,39892551148.8301,41408960786.8028,42932112676.0563
JOR_GDP per capita (current US$),Jordan,JOR,GDP per capita (current US$),1651.62244254198,1720.3587893997799,1802.0577752879,1876.26141001151,2044.9626233237802,2183.39615727392,2513.0316680228602,2735.38313986082,3455.76731820885,3559.6910784865295,3736.6464938585204,3852.75276709995,3909.9075687312397,4043.7490382702003,4130.8790553996205,4164.1078763550895,4176.58891025118,4234.40313273963,4312.18011672108
JOR_Gross capital formation (% of GDP),Jordan,JOR,Gross capital formation (% of GDP),22.3620641156938,21.056625904784898,20.096402698444198,20.8406421963712,27.384724771693396,34.1491417318938,28.3400193821977,30.2677187513253,29.593642292217,27.6336231839,28.8528404234431,26.3384293978013,24.3351241574163,21.4698712411953,21.0512821263208,20.434516173056,19.0391715968969,19.4860309740526,18.9103572536593
"JOR_Unemployment, total (% of total labor force) (modeled ILO estimate)",Jordan,JOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.6999998092651,14.6999998092651,15.3000001907349,14.5,14.663999557495101,14.8000001907349,14.0,13.1000003814697,12.6999998092651,12.8999996185303,12.5,12.8999996185303,12.1999998092651,12.6000003814697,11.8999996185303,13.0749998092651,15.2749996185303,15.1149997711182,14.9589996337891
JPN_Exports of goods and services (current US$),Japan,JPN,Exports of goods and services (current US$),519273793561.017,440213809225.62445,453412607267.04443,517443189414.6216,624622665052.2677,666349114756.001,719102350573.0481,789869515555.8029,877807071435.1383,655016933828.2186,857109901329.8864,919000611151.9817,902241999043.1115,820552895623.5212,850777160708.3901,773029478086.4989,800719531904.1898,863958580239.1748,917873408507.3757
JPN_GDP (current US$),Japan,JPN,GDP (current US$),4887519660744.86,4303544259842.72,4115116279069.77,4445658071221.86,4815148854362.11,4755410630912.14,4530377224970.4,4515264514430.57,5037908465114.48,5231382674593.7,5700098114744.41,6157459594823.72,6203213121334.12,5155717056270.83,4850413536037.84,4389475622588.97,4922538141454.62,4866864409657.68,4954806619995.19
JPN_GDP per capita (current US$),Japan,JPN,GDP per capita (current US$),38532.0408752935,33846.4656414342,32289.350536072598,34808.3909176613,37688.7223359406,37217.648727917,35433.988963742995,35275.228431266696,39339.2975731826,40855.1756354596,44507.6763859172,48167.9972684965,48603.4766497749,40454.447457890295,38109.4121125573,34524.4698609337,38761.8181501925,38386.5111457057,39159.4235633952
JPN_Gross capital formation (% of GDP),Japan,JPN,Gross capital formation (% of GDP),27.3071314927113,26.5605108937773,24.6555043526358,24.397231125219697,24.348622768421897,24.749471889566898,24.7486285768839,24.4834472534843,24.547848278820897,21.3236745175189,21.2974856396642,22.103301021451603,22.654423453179398,23.190909893087,23.9161003821934,24.022669586188997,23.418503887311697,24.0100429128257,24.3245471103065
"JPN_Unemployment, total (% of total labor force) (modeled ILO estimate)",Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.699999809265139,5.0,5.400000095367429,5.300000190734861,4.699999809265139,4.40000009536743,4.099999904632569,3.9000000953674303,4.0,5.09999990463257,5.09999990463257,4.52099990844727,4.30000019073486,4.0,3.5999999046325697,3.4000000953674303,3.0999999046325697,2.79999995231628,2.4000000953674303
KAZ_Exports of goods and services (current US$),Kazakhstan,KAZ,Exports of goods and services (current US$),10353710600.37525,10166983108.416607,11576893016.143099,14928759197.677685,22654791781.526787,30386570590.005993,41291971410.76098,51704436894.04352,76257057403.54057,48243324765.90995,65502334498.320244,89503257382.30875,91747467851.4544,91381254223.38383,87108779033.85027,52581510794.968414,43714755377.60105,54041337296.51143,67477077554.2504
KAZ_GDP (current US$),Kazakhstan,KAZ,GDP (current US$),18291990619.137,22152694161.8882,24636593223.3467,30833699702.7594,43151647002.6096,57123671733.8952,81003884545.4099,104849886825.584,133441612246.798,115308661142.92699,148047348240.643,192626507971.58398,207998568865.78897,236634552078.102,221415572819.5,184388432148.715,137278320084.17099,166805800595.704,179339994859.38397
KAZ_GDP per capita (current US$),Kazakhstan,KAZ,GDP per capita (current US$),1229.00095844501,1490.9270898716597,1658.03078544636,2068.12411808473,2874.28829127649,3771.27895733845,5291.575650186521,6771.41479681885,8513.564645068142,7165.2231748370305,9070.48825285747,11634.0019047654,12386.7000029472,13890.6317716835,12807.2606866152,10510.7718884149,7714.84184376024,9247.58133129626,9812.60140498928
KAZ_Gross capital formation (% of GDP),Kazakhstan,KAZ,Gross capital formation (% of GDP),18.139048031664,26.876422836409603,27.2877232823977,25.703912594675003,26.311089679839203,30.9697680425121,33.9007913190431,35.5266994941709,27.5064843034904,29.4145645191248,25.373549020176803,22.998146018401197,25.2296602336096,24.5696053585629,25.7902472414133,27.907915602741298,27.8275828886455,26.3524843657161,25.258212709599
"KAZ_Unemployment, total (% of total labor force) (modeled ILO estimate)",Kazakhstan,KAZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.75,10.4300003051758,9.329999923706051,8.77999973297119,8.39999961853027,8.13000011444092,7.78999996185303,7.2600002288818395,6.630000114440921,6.550000190734861,5.76999998092651,5.389999866485599,5.28999996185303,5.199999809265139,5.05999994277954,4.92999982833862,4.96000003814697,4.90000009536743,4.824999809265139
KEN_Exports of goods and services (current US$),Kenya,KEN,Exports of goods and services (current US$),2742778003.426309,2977896209.5436707,3273521678.3429995,3590023638.482666,4283010819.2356606,5341992929.5696745,5935981292.856651,7004914019.513475,8138887724.37561,7416382252.559711,8262811548.694243,9072837988.172638,11205421267.81626,10978241559.445848,11243137683.087984,10608329725.95832,9912812646.545359,10448620986.762537,11564073025.500107
KEN_GDP (current US$),Kenya,KEN,GDP (current US$),12705357103.0056,12986007425.8781,13147743910.7241,14904517649.8476,16095337093.8366,18737897744.7948,25825524820.8064,31958195182.2406,35895153327.8497,37021512048.8158,40000088346.8041,41953433591.4101,50412754861.0191,55096728047.9408,61448046801.6041,64007750169.3344,69188755364.2995,78965004656.1823,87778582964.1388
KEN_GDP per capita (current US$),Kenya,KEN,GDP per capita (current US$),397.482658777519,395.32953178343104,389.542710991101,429.787843737162,451.668715914539,511.61642223943,685.954532240082,825.6665976223129,902.0700258137359,905.131786128486,951.687961116879,971.6333290482302,1136.87140571776,1210.3880140819501,1315.80453537238,1336.8833488560301,1410.5275680901098,1572.33549593781,1707.9868052900301
KEN_Gross capital formation (% of GDP),Kenya,KEN,Gross capital formation (% of GDP),17.4140906154511,18.790340524259,15.138215889346199,16.4821493891933,16.962495556485,17.6496847904784,18.633585404403,20.4569783889085,19.612711422769802,19.3326228276265,20.840901955773102,21.7027588905607,21.4755978896764,20.1055617490922,22.4316579762145,21.465956547523,18.2554511784349,19.034165269566397,17.9452901335272
"KEN_Unemployment, total (% of total labor force) (modeled ILO estimate)",Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.85999989509583,2.85800004005432,2.9000000953674303,2.90400004386902,2.86500000953674,2.8150000572204603,2.71300005912781,2.62700009346008,2.5989999771118195,2.79299998283386,2.8420000076293905,2.8440001010894798,2.8540000915527304,2.86700010299683,2.82399988174438,2.7939999103546103,2.75699996948242,2.6949999332427996,2.63499999046326
KGZ_Exports of goods and services (current US$),Kyrgyz Republic,KGZ,Exports of goods and services (current US$),573185350.3558451,560092476.9581673,635535283.2524116,742293893.6886803,941138691.6063101,942411696.1459869,1182432651.1908207,2012051033.9985435,2752393737.7305546,2565386524.8309603,2471698687.894735,3380167259.377729,2932959610.250083,3099060450.3479724,2796701463.6346483,2350024277.8314705,2440818089.627126,2638474037.5246677,2613813420.3366356
KGZ_GDP (current US$),Kyrgyz Republic,KGZ,GDP (current US$),1369688498.06778,1525116370.27939,1605643104.73021,1919008090.4964101,2211534585.0034,2460248026.17783,2834168889.42019,3802566170.8154297,5139957784.91084,4690062255.12247,4794357795.07139,6197766118.59856,6605139933.410629,7335027591.91628,7468096566.711579,6678178340.45121,6813092065.835071,7702934800.12836,8271108638.399309
KGZ_GDP per capita (current US$),Kyrgyz Republic,KGZ,GDP per capita (current US$),279.619569260939,308.409611591149,321.727033227846,380.506432394744,433.234976590867,476.552129968975,543.110702403072,721.768690838857,966.393627185372,871.224389337854,880.037775119109,1123.8831680627,1177.9747348784801,1282.43716202467,1279.7697826598599,1121.0828351073899,1120.66651300848,1242.76964282023,1308.14016549619
KGZ_Gross capital formation (% of GDP),Kyrgyz Republic,KGZ,Gross capital formation (% of GDP),20.010037072908002,17.9992826544492,17.6066915405722,11.8300159529947,14.4883927729206,16.4182074783546,24.195760812161,26.642997032369102,28.948960034980196,27.270355411834302,27.4015935976563,25.4729638297404,34.961073696667,33.8988355585277,36.75672707851879,34.6714692626578,33.9391792937351,32.9020914624365,36.0166291525462
"KGZ_Unemployment, total (% of total labor force) (modeled ILO estimate)",Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.53999996185303,7.84000015258789,12.5500001907349,9.920000076293949,8.52999973297119,8.10999965667725,8.27000045776367,8.10000038146973,8.22000026702881,8.409999847412111,8.64000034332275,8.52999973297119,8.43000030517578,8.32999992370605,8.050000190734862,7.55999994277954,7.21000003814697,6.889999866485599,5.96000003814697
KHM_Exports of goods and services (current US$),Cambodia,KHM,Exports of goods and services (current US$),1821397244.680849,2093243559.454639,2374299969.1600747,2632863068.2583547,3395176611.3338146,4032880210.238238,4989881264.851035,5643664446.088967,6784981006.627058,5119870899.209771,6080135276.718903,6938312829.370465,8136084082.965527,9500429495.114552,10456414664.84212,11140147276.577961,12266568264.953928,13457559457.262928,15135150382.152859
KHM_GDP (current US$),Cambodia,KHM,GDP (current US$),3677897739.0762796,3984000517.02345,4284028482.53766,4658246918.270921,5337833248.03924,6293046161.832621,7274595706.67154,8639235842.18075,10351914093.1723,10401851850.6108,11242275198.9783,12829541141.0127,14054443213.4639,15227991395.2201,16702610842.4025,18049954289.4229,20016747754.0192,22177200511.5811,24571753583.4922
KHM_GDP per capita (current US$),Cambodia,KHM,GDP per capita (current US$),302.577163565133,321.15030130596597,338.987262704572,362.335707650169,408.51382634736603,474.111227790099,539.7501687172161,631.5248421143821,745.609180660928,738.0547836175059,785.502282874113,882.2754926400729,950.880345993697,1013.4204006153999,1093.49619050796,1162.90491997151,1269.59125737542,1385.2599796333,1512.12670972847
KHM_Gross capital formation (% of GDP),Cambodia,KHM,Gross capital formation (% of GDP),17.415246872852002,18.6598630571515,18.1245153972534,20.098760281043397,16.2076093490475,18.4657001745559,22.516976454412102,21.197291326001803,18.616727856320104,21.3599103751347,17.3676571968265,17.0979145505676,18.5113423140493,20.0089169476891,22.094500188294802,22.452998197905604,22.705832477717,22.891967991336998,23.4482561758359
"KHM_Unemployment, total (% of total labor force) (modeled ILO estimate)",Cambodia,KHM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.07200002670288,1.13100004196167,1.2309999465942398,1.3029999732971203,1.33200001716614,1.34599995613098,1.2970000505447399,1.2569999694824199,0.824000000953674,0.578999996185303,0.7710000276565551,0.577000021934509,0.504999995231628,0.437999993562698,0.691999971866608,0.39300000667572,0.7160000205039979,0.683000028133392,0.65200001001358
KOR_Exports of goods and services (current US$),"Korea, Rep.",KOR,Exports of goods and services (current US$),195550063662.7292,174088180388.69363,186748435364.362,220638044326.5837,291526211015.26245,329861919056.6855,375223465252.32446,438465966315.24866,498972049006.6357,426523458607.75464,538898293429.15076,668440747705.4128,691553300804.6035,703109248740.1736,709970494628.1016,630129491251.2185,602034550194.7798,664731199232.5704,719489868241.7091
KOR_GDP (current US$),"Korea, Rep.",KOR,GDP (current US$),576178114168.494,547658231279.87,627246081417.004,702717332012.991,793175007858.0659,934901071332.984,1053216909887.56,1172614086539.86,1047339010225.25,943941876218.7429,1144066965324.49,1253223044718.99,1278427634342.59,1370795199976.18,1484318219633.63,1465773245547.15,1500111596236.37,1623901496835.79,1724845615629.26
KOR_GDP per capita (current US$),"Korea, Rep.",KOR,GDP per capita (current US$),12256.9935679503,11561.2483689073,13165.0657360554,14672.8574703505,16496.1200942502,19402.5026259549,21743.4774514254,24086.4104391677,21350.427979823,19143.8516053025,23087.225643847596,25096.2638838239,25466.7605170594,27182.7343101936,29249.5752209742,28732.2310762599,29288.8704389833,31616.8434004683,33422.9442100836
KOR_Gross capital formation (% of GDP),"Korea, Rep.",KOR,Gross capital formation (% of GDP),32.893628697318604,31.6029375635501,31.092832759025196,32.2796152215581,32.5495531236433,32.5081847804131,32.9933079853202,33.0974830502206,33.6668294033225,29.3999897291047,32.5521135765371,33.3194258170924,31.3166467538553,29.885327285613602,29.790478632777198,29.5292808218765,30.142678602161897,32.2880634736146,31.487184177200998
"KOR_Unemployment, total (% of total labor force) (modeled ILO estimate)","Korea, Rep.",KOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.40000009536743,4.0,3.29999995231628,3.5999999046325697,3.70000004768372,3.70000004768372,3.5,3.20000004768372,3.20000004768372,3.5999999046325697,3.70000004768372,3.4000000953674303,3.20000004768372,3.0999999046325697,3.5,3.5999999046325697,3.70000004768372,3.70000004768372,3.8480000495910605
KWT_Exports of goods and services (current US$),Kuwait,KWT,Exports of goods and services (current US$),21297262059.97396,17900228236.06133,17015465613.688704,24939597315.43626,33831014591.10962,51691780821.91782,66560992419.02115,72698803659.39465,98400297619.04742,62977762334.95491,76953942777.39034,112775362318.84053,130085744908.8956,123413258110.01422,111412508784.25838,61598537720.1729,52118503806.68665,61796900758.32482,79774834437.08635
KWT_GDP (current US$),Kuwait,KWT,GDP (current US$),37712842242.5033,34887512226.9319,38137545245.1464,47876510067.1141,59439090600.6108,80798630136.9863,101548931771.19199,114639690358.902,147395089285.714,105963168867.269,115419399860.43301,154068115942.029,174070382279.385,174161142454.161,162631412508.784,114567298105.68301,109419728566.7,120707220573.68901,140645364238.411
KWT_GDP per capita (current US$),Kuwait,KWT,GDP per capita (current US$),18440.3785212446,16587.1776713403,17846.3260571477,22148.378150112003,27011.7276502758,35591.0057787851,42781.366495114904,45782.27655576981,55494.950990645804,37561.67266643,38577.4982788212,48631.691300679006,51979.1051680637,49388.13741193809,44062.3170375209,29869.5293908248,27653.066767764903,29759.4364865575,33994.3819171507
KWT_Gross capital formation (% of GDP),Kuwait,KWT,Gross capital formation (% of GDP),10.665237720716,14.3046728971963,17.1276962899051,16.6325557923068,18.1855029771589,16.426767034569302,16.1577223909466,20.4566521181317,17.629821452909898,17.9658449249415,17.6585286222158,13.544498480815001,12.8349852121103,14.3514853589947,16.2901939941536,25.428084923694602,29.9588270706716,27.730842244711198,25.205709725037604
"KWT_Unemployment, total (% of total labor force) (modeled ILO estimate)",Kuwait,KWT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.8000000119209291,0.8000000119209291,1.1000000238418601,1.29999995231628,1.70000004768372,1.57000005245209,1.29999995231628,1.5,1.75,1.63999998569489,1.82000005245209,2.2160000801086404,2.61500000953674,2.9219999313354506,2.9000000953674303,2.2000000476837203,2.16000008583069,1.79799997806549,2.07599997520447
LBN_Exports of goods and services (current US$),Lebanon,LBN,Exports of goods and services (current US$),2447097844.112764,2754228855.721396,3083250414.5936832,3361194029.8507524,7417557506.003317,7873085354.096173,7837807009.684911,9221256284.245434,11224076778.839128,11751139951.442802,13464256797.744583,14518739635.157549,12680893474.82584,12492026092.67001,11425578093.598688,11553482873.300137,11112344036.28525,11627344114.162542,11389185927.893888
LBN_GDP (current US$),Lebanon,LBN,GDP (current US$),17260364842.4544,17649751243.7811,19152238805.9701,20082918739.6352,21159827992.0398,21497336498.9718,22022709851.5423,24827355014.66,29118916105.6053,35399582928.6236,38443907042.3217,39927125961.194,44035991745.6716,46909335135.1244,48134486624.6103,49939374832.7031,51205122503.8143,53140638269.1211,54961275741.5589
LBN_GDP per capita (current US$),Lebanon,LBN,GDP per capita (current US$),4491.63725889302,4422.38707627011,4579.459592719671,4576.39074592193,4630.78957180601,4575.10551159354,4626.85980796531,5207.796000175371,6111.3324114795105,7354.953604784921,7761.6461905722,7674.83535037848,7950.69537825963,7931.080475845259,7686.256029964549,7644.54865718212,7629.8911171195205,7801.178658075551,8024.803270813871
LBN_Gross capital formation (% of GDP),Lebanon,LBN,Gross capital formation (% of GDP),20.411222136817802,22.813545307625798,18.748268218343,19.1610239471511,23.0676139622754,22.9660109642695,20.548091078620697,24.282089620360697,27.9963212008034,26.9210161663957,24.937258512354497,26.8463657497914,24.776494821346002,27.5951220944073,24.9467112245166,22.2180940597227,22.699950561911997,21.375074138683697,20.7921635745163
"LBN_Unemployment, total (% of total labor force) (modeled ILO estimate)",Lebanon,LBN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.300000190734862,8.18099975585938,8.13099956512451,8.02299976348877,7.849999904632571,8.28800010681152,8.62899971008301,8.97999954223633,7.4380002021789595,6.35500001907349,6.419000148773191,6.42199993133545,6.43499994277954,6.4520001411438,6.395999908447269,6.35699987411499,6.30900001525879,6.224999904632571,6.14300012588501
LBR_Exports of goods and services (current US$),Liberia,LBR,Exports of goods and services (current US$),274229800.00000036,307796499.9999996,392651899.99999964,269711499.99999994,606566300.0000004,560772699.9999999,922573400.0000001,1029244000.0,593614499.9999996,269879600.0000008,382397399.99999976,522938999.999999,895554700.0000011,1060552999.9999994,893908100.0000007,618530999.9999989,701999999.999999,797846200.0000004,848999999.9999999
LBR_GDP (current US$),Liberia,LBR,GDP (current US$),874000000.0,906000000.0,927000000.0,748000000.0,897000000.0,949000000.0,1119000000.0,1373000000.0,1726000000.0,1768000000.0,1998000000.0,2398000000.0,2721000000.0,3067000000.0,3144000000.0,3177000000.0,3277826000.0,3285455000.0,3264000000.0
LBR_GDP per capita (current US$),Liberia,LBR,GDP per capita (current US$),306.832894733147,306.71035540147096,306.473736986024,243.089340532418,286.064998942803,294.893036795442,336.11567425435004,396.601761281558,478.399937913334,470.947619596855,513.445698620224,596.897081053795,657.936256349955,721.9300554052479,721.182794835652,710.383857717515,714.623392230031,698.7017643551101,677.322178545363
LBR_Gross capital formation (% of GDP),Liberia,LBR,Gross capital formation (% of GDP),7.500091533180781,26.103642384106003,26.1031283710895,23.798074866310202,21.2765997770346,19.4545416227608,19.4543342269884,19.4538820101967,19.501436848203898,19.454615384615398,19.4546346346346,19.4545120934112,19.4543366409408,19.454404955983,19.4932951653944,20.157324519987398,20.084043509326,20.486145754545397,12.928921568627501
"LBR_Unemployment, total (% of total labor force) (modeled ILO estimate)",Liberia,LBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.2760000228881805,2.2750000953674303,2.30900001525879,2.31200003623962,2.2820000648498504,2.24200010299683,2.16199994087219,2.0940001010894798,2.0729999542236297,2.22699999809265,2.26600003242493,2.23799991607666,2.21499991416931,2.19600009918213,2.1319999694824197,2.0789999961853,3.0810000896453897,3.00399994850159,2.93199992179871
LKA_Exports of goods and services (current US$),Sri Lanka,LKA,Exports of goods and services (current US$),6371581612.77755,5879570277.529104,5773455293.748688,6543193120.596764,7300256942.385604,7892069651.741285,8520291701.631344,9418774723.56611,10113916432.359968,8972037012.54866,11091200155.663338,13644121296.755205,13561292253.968145,15101674298.243572,16735293069.259943,16937418651.537064,17447582580.77768,19086840876.531002,20265385427.867764
LKA_GDP (current US$),Sri Lanka,LKA,GDP (current US$),16330814179.9766,15749753804.8344,16536535647.0834,18881765437.2151,20662525941.2985,24405791044.7761,28279814924.5918,32350248410.8216,40713812309.7316,42066217871.5349,56725749221.9043,65292753005.4665,68434409315.1123,74317806538.3632,79356449840.5771,80604080688.5775,82401038709.5356,87428125557.573,88425889592.1519
LKA_GDP per capita (current US$),Sri Lanka,LKA,GDP per capita (current US$),869.6965166091569,832.803440237058,867.491213740342,982.195645858104,1065.7844368019698,1248.69818517034,1435.8171774712,1630.38890604323,2037.32210302668,2090.4018261396,2799.64887619972,3200.83382914016,3350.52187589289,3610.2893630489793,3819.25352972265,3843.7806718444203,3886.2915016523903,4077.0437212074703,4080.56712469552
LKA_Gross capital formation (% of GDP),Sri Lanka,LKA,Gross capital formation (% of GDP),28.039273684913603,22.0040128023487,23.2890507211333,22.0204689465055,25.2537615246688,26.827455517856897,27.9799093470538,27.9521433553302,27.552383055500304,24.433865745054103,30.352472452006502,33.363872033601304,39.0555409664635,33.2494158382693,32.3095150617356,31.1813886951806,27.8521793401327,31.594872869755,30.4352336862041
"LKA_Unemployment, total (% of total labor force) (modeled ILO estimate)",Sri Lanka,LKA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.7399997711181605,7.900000095367429,8.76000022888184,8.22000026702881,8.38000011444092,7.67000007629395,6.5,5.96999979019165,5.21999979019165,5.849999904632571,4.78399991989136,4.11800003051758,3.8800001144409197,4.24100017547607,4.19399976730347,4.51900005340576,4.242000102996831,4.17999982833862,4.11899995803833
LTU_Exports of goods and services (current US$),Lithuania,LTU,Exports of goods and services (current US$),4447864479.930943,5396323694.432475,6759675965.060564,8681096446.700493,11035742672.627914,14387565617.614124,17215943029.23833,20500472085.38591,27541583491.87763,19363046983.597458,23747210263.409664,31763182681.23012,33593206844.578156,36592270862.74879,35105020768.7727,28486923651.537857,29074799404.745365,35148120644.69418,40423966584.682274
LTU_GDP (current US$),Lithuania,LTU,GDP (current US$),11524776866.6379,12237388001.7264,14259781159.0119,18781721376.1985,22627507451.5648,26097677571.8373,30183575103.5262,39697891351.9431,47797551587.8823,37388122046.1496,37138464732.9838,43582248869.6143,42943442157.7701,46514471181.9327,48574531941.9167,41418872976.1196,43018087237.5741,47758736931.7801,53722883091.3513
LTU_GDP per capita (current US$),Lithuania,LTU,GDP per capita (current US$),3293.22997867086,3525.79363185461,4141.592701801021,5499.428989113871,6700.327191893821,7854.76527867855,9230.70798102521,12285.447053701399,14944.996652175,11820.776159135901,11990.663017763301,14392.5342563325,14373.060522928,15726.626829911002,16564.9565494076,14258.2293345128,14998.1250595137,16885.4073948373,19176.1765182085
LTU_Gross capital formation (% of GDP),Lithuania,LTU,Gross capital formation (% of GDP),18.832630513500604,19.0892948261178,20.8090110192803,21.968906178716196,22.8879569656287,24.266252073470397,26.9471316835605,32.3099074189196,28.1239625136103,12.656999298992801,18.1257054645364,21.9624648052468,19.760166988709397,19.525763764999102,19.622590890742,21.2697617808616,19.2082502118418,19.1953401216762,20.2759029470158
"LTU_Unemployment, total (% of total labor force) (modeled ILO estimate)",Lithuania,LTU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",15.930999755859402,16.8400001525879,13.008000373840302,12.873999595642099,10.684000015258801,8.324999809265138,5.78000020980835,4.25,5.8260002136230495,13.7849998474121,17.813999176025398,15.390000343322802,13.3649997711182,11.770000457763699,10.697999954223599,9.11999988555908,7.861999988555911,7.07299995422363,6.14699983596802
LUX_Exports of goods and services (current US$),Luxembourg,LUX,Exports of goods and services (current US$),31573110374.05562,31363940044.74268,33526829474.87297,41055191873.58912,53080876583.06427,60381926377.31634,74753899134.36217,93068291814.94658,104501398857.47754,84283396776.88228,92868058802.60204,106802035036.9792,105672833299.28471,117692851838.55728,140541484962.3104,127728769855.91241,129294522288.0965,139673621373.77756,150037588522.89673
LUX_GDP (current US$),Luxembourg,LUX,GDP (current US$),21263514833.2412,21272418791.9463,23616328816.1114,29557325056.4334,34685281847.5292,37347394602.6614,42414308116.9239,50888134410.0739,55849686538.7432,51370543206.4462,53212476812.2957,60004630234.4135,56677961787.0717,61739352212.3049,66103853236.7572,57744457954.7297,60691483443.1221,64181944722.7283,70919958015.5247
LUX_GDP per capita (current US$),Luxembourg,LUX,GDP per capita (current US$),48735.995492187,48179.4208526047,52930.6411522641,65445.885030740705,75716.3510789884,80289.696409954,89739.71169613009,106018.492790674,114293.84332087,103198.669312625,104965.30607826699,115761.507705096,106749.013622989,113625.13289956,118823.648368575,101376.496574339,104278.390971905,107627.151006695,116654.26106674
LUX_Gross capital formation (% of GDP),Luxembourg,LUX,Gross capital formation (% of GDP),22.265291860250002,21.764116061600102,19.6938550119186,20.4569381379643,20.3160520406883,20.9717945166068,18.2843073675823,19.208722072275897,20.692876034384803,16.2120163994894,17.8855110377837,19.445965107648497,19.373176449678898,19.017395003307602,19.9397320667866,19.323939042682298,19.0023433476224,18.596577887880898,17.5621727457718
"LUX_Unemployment, total (% of total labor force) (modeled ILO estimate)",Luxembourg,LUX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.34500002861023,1.80499994754791,2.62100005149841,3.67499995231628,5.11299991607666,4.48799991607666,4.73099994659424,4.06500005722046,5.05999994277954,5.12200021743774,4.361000061035161,4.901000022888179,5.1399998664856,5.84800004959106,5.8520002365112305,6.669000148773191,6.29099988937378,5.52199983596802,5.58500003814697
LVA_Exports of goods and services (current US$),Latvia,LVA,Exports of goods and services (current US$),2927653534.1830854,3177773673.606448,3492098681.218737,4243382117.820674,5617268114.999347,7306359676.41568,8573078755.956839,11881888934.482298,14075493348.925592,11149110369.752544,12762839823.667463,16566117120.718245,17312217357.22423,18239874966.705784,19162725223.205708,16419957688.936295,16722360152.39235,18770590382.435318,21137008426.50743
LVA_GDP (current US$),Latvia,LVA,GDP (current US$),7949253765.932791,8351415939.10902,9545172805.82083,11749456401.4266,14401882398.8552,16959313005.6005,21517445447.705,31004884420.7359,35756225697.9974,26317286627.7453,23877564355.9904,28619991391.7457,28330632928.5559,30432796305.7043,31329367172.7409,27239653843.5022,28052325862.0461,30458763245.5118,34416012859.1866
