Pays_indic,Country Name,Country Code,Indicator Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Simple Indicator
"LBN_GDP, PPP (constant 2017 international $)",Lebanon,LBN,"GDP, PPP (constant 2017 international $)",46958772454.1589,52258509327.0115,52809819181.9634,54745681283.8772,54457946395.0076,55188702122.1892,57307765762.6394,59269496447.340996,61182181340.9527,65268811258.9332,67021787487.5928,68060300139.3793,74397137774.3517,81144309627.9396,89447121630.9181,96580650834.8237,97418333333.2649,99893287486.2473,103700243931.369,106252681487.39801,106477524868.2,108106120020.497,109025778306.58801,106925500511.904,gdp
LBN_Gross capital formation (% of GDP),Lebanon,LBN,Gross capital formation (% of GDP),36.455083642382895,34.7924986769454,29.2164948453608,28.4026157788061,22.8311024672997,20.411222136817802,22.813545307625798,18.748268218343,19.1610239471511,23.0676139622754,22.9660109642695,20.548091078620697,24.282089620360697,27.9963212008034,26.9210161663957,24.937258512354497,26.8463657497914,24.776494821346002,27.5951220944073,24.9467112245166,22.2180940597227,22.699950561911997,21.375074138683697,20.7921635745163,FBCF
"LBN_Labor force, total",Lebanon,LBN,"Labor force, total",1071505.0,1099051.0,1125377.0,1146956.0,1179300.0,1223385.0,1278357.0,1349645.0,1427597.0,1496117.0,1556582.0,1598129.0,1624099.0,1636205.0,1662924.0,1717799.0,1806279.0,1917315.0,2035228.0,2140874.0,2225580.0,2299119.0,2349593.0,2381501.0,labor_force
"LBN_Population, total",Lebanon,LBN,"Population, total",3528380.0,3610665.0,3658424.0,3693520.0,3747766.0,3842778.0,3991001.0,4182205.0,4388375.0,4569378.0,4698763.0,4759753.0,4767344.0,4764741.0,4813026.0,4953061.0,5202343.0,5538634.0,5914621.0,6262410.0,6532678.0,6711121.0,6811873.0,6848925.0,pop
"LBN_Unemployment, total (% of total labor force) (modeled ILO estimate)",Lebanon,LBN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.61600017547607,8.63500022888184,8.61999988555908,8.49600028991699,8.44099998474121,8.300000190734862,8.18099975585938,8.13099956512451,8.02299976348877,7.849999904632571,8.28800010681152,8.62899971008301,8.97999954223633,7.4380002021789595,6.35500001907349,6.419000148773191,6.42199993133545,6.43499994277954,6.4520001411438,6.395999908447269,6.35699987411499,6.30900001525879,6.224999904632571,6.14300012588501,unemployment rate
LKA_Exports of goods and services (% of GDP),Sri Lanka,LKA,Exports of goods and services (% of GDP),35.597629130901,34.9733377770372,36.538118080766296,36.2438186772706,35.4837047170656,39.015700886425,37.3311884768914,34.9133301978336,34.6535028324228,35.3309027324412,32.3368729874893,30.128527093797196,29.1149996870361,24.8414870988205,21.328366243782998,19.552320256319398,20.8968387282014,19.816481781151897,20.320398302455303,21.088762290753,21.013103191359,21.173983791976898,21.831465280542897,22.9179322044009,exports_rate
"LKA_Exports of goods and services, PPP (constant 2017 international $)",Sri Lanka,LKA,"Exports of goods and services, PPP (constant 2017 international $)",31108744029.68971,31724566911.54294,35266995471.15124,36626580687.33241,37400546057.7177,43590755961.48876,41064144566.83159,39927125311.19266,41984112684.38599,45135558042.60372,43889164226.654,44027600167.19122,45438318256.584404,41075643162.21763,36514719484.76246,36157353939.799286,41891621760.569954,43358602713.562035,45970958294.516785,50075944918.93914,52394938133.518425,55164851814.54495,58912980856.26437,63889699157.77491,exports
"LKA_Exports of goods and services, PPP (constant 2017 international $) per capita",Sri Lanka,LKA,"_Exports of goods and services, PPP (constant 2017 international $) per capita",1705.25100541458,1727.2319632350154,1909.3273999183168,1972.9260345096823,2003.9638285372337,2321.4230593934103,2171.3584408635056,2094.5396990377567,2183.938404008793,2328.116874231287,2245.545723878367,2235.3606192774455,2290.0018897541204,2055.428144969373,1814.5305224497865,1784.5140295621884,2053.6447602010303,2122.820206294347,2233.2260526848086,2410.046439452264,2498.566434597922,2601.7474798162975,2747.294387999644,2948.3017608571718,exports_hab
"LKA_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Sri Lanka,LKA,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",4348.794384682918,4359.763214769463,4766.406643743695,4592.262398426977,4757.325386475235,5567.909365036711,5191.831790354053,4997.810757619351,5205.897722238126,5548.322363759389,5353.272617843338,5337.258466760902,5477.644170997598,4927.420580666895,4362.163994585745,4376.992420542488,5064.524765591333,5307.322702787576,5432.640245289382,5953.341770168744,6063.743289717817,6272.800501614451,6662.99029694039,7183.6173577178215,exports_labor_unit
"LKA_GDP per capita, PPP (constant 2017 international $)",Sri Lanka,LKA,"GDP per capita, PPP (constant 2017 international $)",4790.34993916017,4938.710666526889,5225.5767407008,5443.4827965491295,5647.5608860916,5949.971438808941,5816.47284604293,5999.25497559019,6302.2154342372805,6589.46331448696,6944.226563734661,7419.41553371741,7865.36807271125,8274.175120003041,8507.592666544251,9126.86579479194,9827.53796836041,10712.3970326228,10990.0702704975,11428.107568498799,11890.516178616499,12287.472708853898,12584.1044231151,12864.6063465142,gdb_hab
"LKA_GDP, PPP (constant 2017 international $)",Sri Lanka,LKA,"GDP, PPP (constant 2017 international $)",87389932389.3044,90710721160.7714,96521105419.8104,101056075281.33301,105402032724.419,111726189639.35,109999564016.696,114360689985.598,121154022689.748,127750933465.846,135724824857.475,146132600608.463,156064979374.932,165350983211.339,171202609085.945,184926154368.37,200468703929.054,218800709391.32,226230596518.19,237453219058.268,249344124265.588,260531283845.828,269853535249.281,278776019528.962,gdp
LKA_Gross capital formation (% of GDP),Sri Lanka,LKA,Gross capital formation (% of GDP),25.7310878563342,24.249083486085702,24.3861426620179,25.136789700447697,27.2905151438158,28.039273684913603,22.0040128023487,23.2890507211333,22.0204689465055,25.2537615246688,26.827455517856897,27.9799093470538,27.9521433553302,27.552383055500304,24.433865745054103,30.352472452006502,33.363872033601304,39.0555409664635,33.2494158382693,32.3095150617356,31.1813886951806,27.8521793401327,31.594872869755,30.4352336862041,FBCF
"LKA_Labor force, total",Sri Lanka,LKA,"Labor force, total",7153418.0,7276672.0,7399074.0,7975716.0,7861675.0,7828927.0,7909375.0,7988923.0,8064721.0,8134992.0,8198567.0,8249104.0,8295230.0,8336135.0,8370781.0,8260776.0,8271580.0,8169581.0,8461992.0,8411401.0,8640692.0,8794294.0,8841823.0,8893806.0,labor_force
"LKA_Population, total",Sri Lanka,LKA,"Population, total",18242912.0,18367288.0,18470900.0,18564599.0,18663284.0,18777601.0,18911730.0,19062482.0,19224037.0,19387153.0,19544988.0,19695972.0,19842044.0,19983984.0,20123508.0,20261737.0,20398670.0,20425000.0,20585000.0,20778000.0,20970000.0,21203000.0,21444000.0,21670000.0,pop
"LKA_Unemployment, total (% of total labor force) (modeled ILO estimate)",Sri Lanka,LKA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.270000457763699,11.3500003814697,10.6000003814697,9.170000076293949,8.88000011444092,7.7399997711181605,7.900000095367429,8.76000022888184,8.22000026702881,8.38000011444092,7.67000007629395,6.5,5.96999979019165,5.21999979019165,5.849999904632571,4.78399991989136,4.11800003051758,3.8800001144409197,4.24100017547607,4.19399976730347,4.51900005340576,4.242000102996831,4.17999982833862,4.11899995803833,unemployment rate
LTU_Exports of goods and services (% of GDP),Lithuania,LTU,Exports of goods and services (% of GDP),37.1618158329912,41.953387801999504,44.9740433621513,39.1275918868389,32.4181587307582,38.593931417507,44.0970221232765,47.403784740333,46.22098407711329,48.771358030708505,55.129678025987,57.037454874678104,51.641211629197706,57.6213269862551,51.7893007830051,63.942358506594495,72.8810089085961,78.22662822686621,78.668573312647,72.2704251906117,68.7776407338805,67.5873830562834,73.5951637391515,75.245341014079,exports_rate
"LTU_Exports of goods and services, PPP (constant 2017 international $)",Lithuania,LTU,"Exports of goods and services, PPP (constant 2017 international $)",14377589066.234146,17068698680.97753,19818353037.069252,18531017488.991802,15178127414.896116,18737380975.461075,22806318893.257156,26171739329.70869,28215008514.89802,31727710526.365337,38637191129.8233,42937979923.3327,43193778002.90724,49455708935.90048,37854365696.032974,47509150010.243744,57420721120.05848,64001436320.1192,66647949436.46665,63393064437.55539,61550734952.275665,62009072262.1636,70412654371.97714,74825665600.84282,exports
"LTU_Exports of goods and services, PPP (constant 2017 international $) per capita",Lithuania,LTU,"_Exports of goods and services, PPP (constant 2017 international $) per capita",3961.74840669514,4739.181772438496,5543.382823390894,5220.988825497482,4306.782747049466,5354.247241766073,6570.87720913547,7601.286681237598,8261.566266847198,9395.026917188792,11628.853430226412,13131.246136615026,13367.331478629689,15463.457435032204,11968.185590775403,15338.98108413885,18962.52986430782,21421.117441023533,22533.792239977447,21618.393754109016,21188.51701163742,21619.274131743085,24894.84503162284,26708.73358033156,exports_hab
"LTU_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Lithuania,LTU,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",8215.760485984949,9832.20536473669,11505.42810894099,10834.850103134042,8862.462150279958,11137.365362862616,13873.503167670284,16097.196327665159,16756.138728136124,19903.14974632495,24869.987023297548,28402.13596447959,28579.618607553413,32700.194615372726,24864.437574163,31592.206546801484,38401.753484208784,43117.48328906202,45243.02288116071,42800.03945431095,41862.448609289386,41828.74999724348,47934.39503367544,50809.837159293835,exports_labor_unit
"LTU_GDP per capita, PPP (constant 2017 international $)",Lithuania,LTU,"GDP per capita, PPP (constant 2017 international $)",10660.8041558024,11296.3029226751,12325.7381569033,13343.4964272709,13285.093650193101,13873.287962928998,14900.954515173602,16035.189432396,17874.0596545152,19263.4105272879,21093.6356725044,23022.1460011966,25885.0074522106,26836.343839705096,23109.378597177,23988.763383754304,26018.4788167377,27383.40885523,28643.9569082091,29913.1957465187,30807.2751341117,31987.1448695382,33826.740463353504,35495.5313118112,gdb_hab
"LTU_GDP, PPP (constant 2017 international $)",Lithuania,LTU,"GDP, PPP (constant 2017 international $)",38689145683.4306,40684911458.2447,44066202537.0566,47360485517.7018,46819831875.5691,48550070664.6367,51718501148.4458,55210231573.4312,61043720894.8758,65053982106.4409,70084195143.6947,75280322408.6268,83642069270.2835,85828826794.8039,73093023315.0687,74299965030.7613,78786945982.1458,81815409625.6171,84719916263.8839,87716468071.6317,89492361609.8323,91746520516.3004,95675654206.7705,99442257277.8856,gdp
LTU_Gross capital formation (% of GDP),Lithuania,LTU,Gross capital formation (% of GDP),22.7947950594606,21.1123421131732,24.6218725034517,24.379618303210698,21.3965688426492,18.832630513500604,19.0892948261178,20.8090110192803,21.968906178716196,22.8879569656287,24.266252073470397,26.9471316835605,32.3099074189196,28.1239625136103,12.656999298992801,18.1257054645364,21.9624648052468,19.760166988709397,19.525763764999102,19.622590890742,21.2697617808616,19.2082502118418,19.1953401216762,20.2759029470158,FBCF
"LTU_Labor force, total",Lithuania,LTU,"Labor force, total",1750001.0,1735999.0,1722522.0,1710316.0,1712631.0,1682389.0,1643876.0,1625857.0,1683861.0,1594105.0,1553567.0,1511787.0,1511349.0,1512398.0,1522430.0,1503825.0,1495263.0,1484350.0,1473110.0,1481145.0,1470309.0,1482451.0,1468938.0,1472661.0,labor_force
"LTU_Population, total",Lithuania,LTU,"Population, total",3629102.0,3601613.0,3575137.0,3549331.0,3524238.0,3499536.0,3470818.0,3443067.0,3415213.0,3377075.0,3322528.0,3269909.0,3231294.0,3198231.0,3162916.0,3097282.0,3028115.0,2987773.0,2957689.0,2932367.0,2904910.0,2868231.0,2828403.0,2801543.0,pop
"LTU_Unemployment, total (% of total labor force) (modeled ILO estimate)",Lithuania,LTU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",17.5400009155273,16.3999996185303,14.130000114440902,13.711000442504899,13.3879995346069,15.930999755859402,16.8400001525879,13.008000373840302,12.873999595642099,10.684000015258801,8.324999809265138,5.78000020980835,4.25,5.8260002136230495,13.7849998474121,17.813999176025398,15.390000343322802,13.3649997711182,11.770000457763699,10.697999954223599,9.11999988555908,7.861999988555911,7.07299995422363,6.14699983596802,unemployment rate
LUX_Exports of goods and services (% of GDP),Luxembourg,LUX,Exports of goods and services (% of GDP),102.47530604593399,106.52428197771098,115.847004216419,126.178536185983,130.829615551375,148.484907700666,147.439463050704,141.96461158688,138.90022793065,153.035736645875,161.676408809019,176.246890384932,182.88800109072702,187.111880717512,164.06950660063498,174.52309000798698,177.989656164445,186.44430739460498,190.62858229196098,212.607099406063,221.196586443064,213.03569290618302,217.621360613456,211.559048709607,exports_rate
"LUX_Exports of goods and services, PPP (constant 2017 international $)",Luxembourg,LUX,"Exports of goods and services, PPP (constant 2017 international $)",32275997773.34891,34017114474.209892,39106465637.15019,45168744391.8127,50805681096.887634,62413065692.435196,63542787824.412155,63520137194.32775,63161605379.83321,72103088124.96393,78590738552.37152,90110020520.81924,101317393303.10895,102330978146.4957,85818225151.09918,95727117731.07353,100107572301.85947,104493099865.4114,110742449465.44212,128817479233.51202,139793359580.76544,140794831097.00638,146416046335.92368,146765192603.43033,exports
"LUX_Exports of goods and services, PPP (constant 2017 international $) per capita",Luxembourg,LUX,"_Exports of goods and services, PPP (constant 2017 international $) per capita",78986.84068118424,82122.31148339645,93232.72293992179,106354.47231413398,118022.37318517367,143050.803787383,143916.62493496892,142365.97118692833,139852.54606610103,157397.67542750723,168954.93263014185,190653.75863679577,211080.98097911626,209415.69251303733,172400.87578543095,188828.38790000952,193128.4878698236,196805.51292487636,203810.45617167646,231553.26212750602,245422.0117498568,241909.69821517417,245526.08988208606,241409.97220730377,exports_hab
"LUX_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Luxembourg,LUX,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",192553.42572439558,198596.01649975416,224970.8945984283,255944.01822207004,279543.7623972469,330674.00827802165,336084.30736249476,325871.29955432756,323872.4509272547,358012.93024242506,378894.8011646435,422724.2770662128,469168.4377618485,464241.8686838018,366218.69943627605,402385.54063309863,411262.9554540988,409492.6261591421,420801.95107893046,470605.67365847004,494406.22309731366,496460.93258040946,498602.2493757042,484819.9913564977,exports_labor_unit
