Pays_indic,Country Name,Country Code,Indicator Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Simple Indicator
"BGD_GDP per capita, PPP (constant 2017 international $)",Bangladesh,BGD,"GDP per capita, PPP (constant 2017 international $)",1696.56786916241,1735.92193440148,1775.96422096177,1829.50385048636,1876.59910376357,1937.7293135473399,1998.0664274211701,2037.23617148073,2097.16867032672,2171.68862788344,2279.53127370224,2399.08200601731,2537.11128648662,2659.04917678232,2762.18043658117,2883.4668525255297,3034.93798812944,3195.73714817367,3348.9534737619897,3511.58228216065,3700.1110810523796,3920.301118620471,4161.08971339052,4441.424462162439,gdb_hab
"BGD_GDP, PPP (constant 2017 international $)",Bangladesh,BGD,"GDP, PPP (constant 2017 international $)",195393602731.684,204231097539.642,213400862434.587,224448682431.005,234930786867.07397,247366365800.347,259925868052.99698,269889148727.735,282680726834.717,297491876548.729,316935781802.484,338081436016.661,361945250084.025,383711876467.608,403070619485.479,425528860652.202,453036659483.801,482581258494.141,511601792358.324,542610280673.704,578165578311.579,619293260761.415,664403662063.264,716650658732.236,gdp
BGD_Gross capital formation (% of GDP),Bangladesh,BGD,Gross capital formation (% of GDP),19.119795822139896,20.729950603737898,21.816214505405696,22.1214128239602,22.7213703034657,23.808562573136896,24.174306730693303,24.341416136672898,24.679188861283397,24.9918339447004,25.830435514586302,26.1441457474299,26.1784970672047,26.202271400399102,26.206057015753604,26.2466561760577,27.420973368603395,28.2623350089151,28.389620754356898,28.577875711556302,28.886689247008,29.6525653284138,30.5104546214646,31.234924044846803,FBCF
"BGD_Labor force, total",Bangladesh,BGD,"Labor force, total",40131662.0,41318615.0,42561914.0,43846915.0,45155414.0,46470368.0,47677319.0,48905212.0,50129634.0,51320867.0,52466130.0,53399097.0,54338014.0,55255746.0,56179947.0,57127914.0,58194620.0,59275453.0,60370738.0,61480265.0,62595846.0,63698450.0,67454903.0,68791250.0,labor_force
"BGD_Population, total",Bangladesh,BGD,"Population, total",115169930.0,117649932.0,120160564.0,122682815.0,125189651.0,127657854.0,130088702.0,132478086.0,134791603.0,136986432.0,139035505.0,140921167.0,142660376.0,144304167.0,145924797.0,147575430.0,149273778.0,151007807.0,152764676.0,154520167.0,156256276.0,157970840.0,159670593.0,161356039.0,pop
"BGD_Unemployment, total (% of total labor force) (modeled ILO estimate)",Bangladesh,BGD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.45799994468689,2.50999999046326,2.68099999427795,2.86299991607666,3.0850000381469704,3.2699999809265097,3.5859999656677206,3.96399998664856,4.32000017166138,4.2930002212524405,4.25,3.5910000801086404,3.88800001144409,4.26700019836426,5.0,3.37899994850159,3.70499992370605,4.05499982833862,4.42600011825562,4.394999980926509,4.37799978256226,4.349999904632569,4.37200021743774,4.281000137329101,unemployment rate
BGR_Exports of goods and services (% of GDP),Bulgaria,BGR,Exports of goods and services (% of GDP),32.339508872928704,48.496988307115004,49.5761875420895,41.941348832631995,42.7497946326732,36.21885804379821,34.8813174225009,33.6473037196123,34.4169440000581,40.956637290570896,42.529566655328296,46.977878630893095,52.387705659878996,52.5185415394806,42.218850664151795,50.406237817665,59.102181817578106,60.6526494302123,64.80783260539191,64.8052586232989,63.9695836998374,64.044977540873,67.2791413488059,65.818725062445,exports_rate
"BGR_Exports of goods and services, PPP (constant 2017 international $)",Bulgaria,BGR,"Exports of goods and services, PPP (constant 2017 international $)",29787076973.138382,46964827338.47851,41195970857.41833,36345197116.96987,33978006621.84075,30163760313.80884,30158732495.541832,30823636416.106762,33152996734.676357,41993998702.7726,46726195842.05731,55124280727.25939,65503005628.81558,69662820882.3513,54110935118.14604,64965949672.29063,77967247681.24736,80297929930.02646,86078476036.44038,87697972011.97957,90020990212.05142,93570334340.7043,101738525479.39322,102608021918.15504,exports
"BGR_Exports of goods and services, PPP (constant 2017 international $) per capita",Bulgaria,BGR,"_Exports of goods and services, PPP (constant 2017 international $) per capita",3543.5212416387335,5615.903922726421,4956.163840023725,4401.857710369371,4138.297725220489,3691.9370013028906,3765.5384928300473,3933.0104888883566,4263.871697573151,5441.8505328297515,6100.844322457023,7252.219599845836,8681.255316702258,9297.59809527761,7268.634485903921,8784.406735991313,10610.202440779367,10990.851478975103,11848.191809274924,12139.91205516708,12541.251474409959,13127.479101007895,14378.07907258113,14606.04718781624,exports_hab
"BGR_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Bulgaria,BGR,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",7861.735213034179,12596.658510742673,11252.357109745612,10130.421569575472,9670.042829544469,8776.479730142008,8595.664848335955,9014.483008185414,9896.936894199922,12380.065335631029,14019.849571256313,16026.848331051815,18644.582710352643,19477.59353321746,15455.42741991252,19015.34074099492,23394.787756519792,24026.08945416777,25560.55789887793,26097.61209123471,27002.500512043433,28663.93936166499,30304.937947370163,30835.31380687635,exports_labor_unit
"BGR_GDP per capita, PPP (constant 2017 international $)",Bulgaria,BGR,"GDP per capita, PPP (constant 2017 international $)",10957.2512543782,11579.9024202551,9997.06529635021,10495.2697824171,9680.27510021682,10193.4108381837,10795.2874807447,11688.9321107649,12388.8736244739,13286.8587189471,14344.948237775401,15437.520405778201,16571.1691461815,17703.4582887039,17216.5617290851,17427.2215430305,17952.3024607253,18120.975064117,18282.0368047444,18732.9119782303,19605.0228078033,20497.28113751,21370.7826591284,22191.3249974971,gdb_hab
"BGR_GDP, PPP (constant 2017 international $)",Bulgaria,BGR,"GDP, PPP (constant 2017 international $)",92107388180.1373,96840709037.5719,83096286543.7031,86657196605.6845,79481099064.4426,83281919814.6249,86460990364.1063,91608042870.1344,96327543591.9598,102532828573.894,109867556894.571,117340932229.769,125035072263.111,132644241139.07,128167712448.155,128884742216.415,131919406836.616,132389814269.232,132821099820.70099,135325394690.19301,140724677269.207,146100971432.129,151218525444.512,155894879186.442,gdp
BGR_Gross capital formation (% of GDP),Bulgaria,BGR,Gross capital formation (% of GDP),17.7287685450404,1.15735512371853,9.727392145912349,18.7086102226014,19.8437067991879,19.046144162966897,21.351071789279302,20.5290208799206,22.074172183333697,23.4333504039921,27.7396722508525,32.056335312598904,33.6272050901042,36.953304876627705,28.538221099266302,22.655159343682104,21.4673630307732,21.994664865858002,21.0825387393181,21.5752065856985,21.049053008320698,19.0060557807956,19.882424434028,21.256983121357997,FBCF
"BGR_Labor force, total",Bulgaria,BGR,"Labor force, total",3788868.0,3728356.0,3661097.0,3587728.0,3513739.0,3436886.0,3508598.0,3419346.0,3349824.0,3392066.0,3332860.0,3439496.0,3513246.0,3576562.0,3501096.0,3416502.0,3332676.0,3342114.0,3367629.0,3360383.0,3333802.0,3264392.0,3357160.0,3327614.0,labor_force
"BGR_Population, total",Bulgaria,BGR,"Population, total",8406067.0,8362826.0,8312068.0,8256786.0,8210624.0,8170172.0,8009142.0,7837161.0,7775327.0,7716860.0,7658972.0,7601022.0,7545338.0,7492561.0,7444443.0,7395599.0,7348328.0,7305888.0,7265115.0,7223938.0,7177991.0,7127822.0,7075947.0,7025037.0,pop
"BGR_Unemployment, total (% of total labor force) (modeled ILO estimate)",Bulgaria,BGR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.694000244140598,13.7209997177124,13.6999998092651,12.1999998092651,14.1000003814697,16.2180004119873,19.9209995269775,18.1089992523193,13.7329998016357,12.036999702453599,10.083000183105499,8.95100021362305,6.877999782562259,5.60900020599365,6.81699991226196,10.2790002822876,11.2600002288818,12.270000457763699,12.940999984741199,11.423999786377001,9.14299964904785,7.574999809265139,6.16400003433228,5.21099996566772,unemployment rate
BHR_Exports of goods and services (% of GDP),Bahrain,BHR,Exports of goods and services (% of GDP),81.9905466031894,87.9135242955814,79.07678217749,64.6036729603028,78.86724558615171,79.1806670285974,73.6107613220545,72.50856629592249,72.0630719982325,78.6051459613386,83.8940482059345,84.6389442624741,79.67952923206471,82.57734838062329,68.4655938651118,69.5373177399286,99.4186691312384,102.14552480855,104.80480333212401,96.05075124783129,83.10720991105809,74.2008275338583,75.7796814248463,79.5672068340522,exports_rate
"BHR_Exports of goods and services, PPP (constant 2017 international $)",Bahrain,BHR,"Exports of goods and services, PPP (constant 2017 international $)",21795078651.972588,24330039911.521606,22561361083.108795,19314940276.036713,24593318669.598927,25999696586.875454,24772848344.24104,25219027953.702145,26642227025.995228,31089606448.47917,35427504654.52754,38053505246.60853,38794970503.84692,42716744257.66334,36316369064.141136,38483545708.57886,56111911844.37489,59800239511.97186,64680707160.80297,61856938017.20165,54851469136.98914,50715709125.58794,54017334658.86688,57726405771.04402,exports
"BHR_Exports of goods and services, PPP (constant 2017 international $) per capita",Bahrain,BHR,"_Exports of goods and services, PPP (constant 2017 international $) per capita",38664.528376011556,42045.04828609527,37922.65167407446,31472.935108418955,38635.875253281294,39120.171930460754,35514.3372029633,34304.7883736049,34213.3726968199,37464.39866827882,39843.61113869606,39704.49766866704,37449.81075146504,38323.32047507972,30644.75954634229,31013.60806906408,43900.84727420696,46002.201259572044,49185.76484686115,46297.504269746576,39983.54714687612,35570.22672017704,36154.39038418906,36781.554282163255,exports_hab
"BHR_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Bahrain,BHR,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",84574.40795013092,92155.75134094014,83147.32361045764,68953.11700481125,84447.53789015723,85119.87829966296,76023.44685182208,72096.59358682127,70347.34272450446,75231.04729157341,78138.62290447259,75853.65927125108,69696.53017882157,69555.49844198681,54344.995127826965,53888.93811405935,77189.51139421284,80856.47966355708,86550.33146595092,81566.82787070722,70512.69019210708,62012.456272246876,62131.3825649345,62275.03672874854,exports_labor_unit
"BHR_GDP per capita, PPP (constant 2017 international $)",Bahrain,BHR,"GDP per capita, PPP (constant 2017 international $)",47157.3004179819,47825.461011814295,47956.7461267658,48716.943892274,48988.49321557309,49406.216692178,48246.1213077046,47311.3593690433,47476.9833537752,47661.5089382385,47492.774506353606,46910.435869260495,47000.5421874336,46408.998625671906,44759.3569504668,44599.9487427108,44157.548735897195,45035.9439102138,46930.830728237306,48201.085018366204,48110.8043329415,47937.776305724,47709.8738136618,46227.0271204517,gdb_hab
"BHR_GDP, PPP (constant 2017 international $)",Bahrain,BHR,"GDP, PPP (constant 2017 international $)",26582428773.7152,27674968221.8626,28530954929.9429,29897588466.6886,31183184459.9341,32835915082.0051,33653840687.5828,34780756594.7147,36970706753.4516,39551617223.3436,42228865351.1674,44959806124.9449,48688754662.26401,51729372637.1175,53043239697.4314,55342292396.8801,56440015074.3357,58544160034.475,61715403401.7232,64400264665.9136,66000855034.9501,68349250016.7145,71282082008.2729,72550499216.8947,gdp
BHR_Gross capital formation (% of GDP),Bahrain,BHR,Gross capital formation (% of GDP),14.6085302631868,14.405265850379902,17.4464869330839,21.4227345060428,7.90520216530236,16.5750590582953,15.709396897823698,23.347730624646502,23.735810361348,20.519935442899698,26.7352737398905,30.3879536462009,34.7132604204404,34.9481240884218,26.1446971919251,27.2864931284966,22.4029574861368,28.1463689721443,25.9405926027639,26.8445042051079,25.530790472666503,29.1539435742367,32.9434238956856,36.3578186297708,FBCF
"BHR_Labor force, total",Bahrain,BHR,"Labor force, total",257703.0,264010.0,271342.0,280117.0,291226.0,305448.0,325858.0,349795.0,378724.0,413255.0,453393.0,501670.0,556627.0,614139.0,668256.0,714127.0,726937.0,739585.0,747319.0,758359.0,777895.0,817831.0,869405.0,926959.0,labor_force
"BHR_Population, total",Bahrain,BHR,"Population, total",563697.0,578666.0,594931.0,613700.0,636541.0,664611.0,697545.0,735146.0,778708.0,829844.0,889164.0,958418.0,1035919.0,1114641.0,1185076.0,1240860.0,1278151.0,1299943.0,1315029.0,1336075.0,1371851.0,1425791.0,1494074.0,1569439.0,pop
"BHR_Unemployment, total (% of total labor force) (modeled ILO estimate)",Bahrain,BHR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.42700004577637,1.38399994373322,1.24699997901917,1.27900004386902,1.67499995231628,1.4659999608993501,1.47800004482269,1.2039999961853,1.22800004482269,1.29799997806549,0.998000025749207,0.8249999880790709,0.640999972820282,0.609000027179718,1.08000004291534,1.12999999523163,1.27400004863739,1.20000004768372,1.32299995422363,1.16999995708466,1.12999999523163,0.9190000295639041,0.7009999752044681,0.6499999761581421,unemployment rate
BHS_Exports of goods and services (% of GDP),"Bahamas, The",BHS,Exports of goods and services (% of GDP),49.549139690872,48.0376835688556,36.8804047779975,34.6571601675345,36.456889562160704,38.0475628585261,34.0725886439131,36.175454557738,35.8102341689881,38.215231096961006,38.7598869482117,38.309277336546295,40.091954109587796,39.4936348090443,34.190679986696,34.9532873206178,37.4352685331837,38.1272328716011,39.6379773664888,38.8044926023255,37.9179902312395,36.5871651926059,36.3374350516784,39.409926202379,exports_rate
"BHS_Exports of goods and services, PPP (constant 2017 international $)","Bahamas, The",BHS,"Exports of goods and services, PPP (constant 2017 international $)",4813895118.330965,4864165497.418087,3811431443.7024713,3750579639.322729,4227224344.102973,4594715313.567376,4222704978.306856,4604577665.928271,4500452484.893606,4845095929.334835,5080997972.562784,5148322564.198526,5465842130.340564,5259167735.7384,4362875615.829613,4528802441.908998,4880137501.439602,5123762311.334018,5184081581.145625,5128581010.005933,5022966980.523923,4916661347.44429,5035240666.382076,5626242166.615495,exports
"BHS_Exports of goods and services, PPP (constant 2017 international $) per capita","Bahamas, The",BHS,"_Exports of goods and services, PPP (constant 2017 international $) per capita",17181.19206782316,17128.670169583867,13263.70396405345,12906.463725787702,14375.282573412998,15415.869477261866,13953.912121244792,14966.44889140048,14372.518945525984,15193.437096134876,15640.625540812427,15552.294074000254,16200.415930396557,15302.468672223371,12479.478540948081,12759.274591085297,13571.884468249087,14092.37565826334,14119.099652327068,13837.35665741025,13422.999579172763,13009.415336249976,13189.510364814834,14589.363568653394,exports_hab
"BHS_Exports of goods and services, PPP (constant 2017 international $) per labor unit","Bahamas, The",BHS,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",33334.915299016444,33169.89101100684,25572.010464500938,24714.539387719295,27344.569503418523,29212.116077306444,26251.950403827446,28008.891074218333,26845.774511567015,28348.98062322543,29144.523698578534,28823.2506659418,29921.619790337674,28218.35521981822,22981.85638342611,23399.584802828314,24749.78319922305,25474.37186817752,25283.639446273723,24552.292229208233,23624.817653230373,22723.606759984334,22904.63605150261,25222.546742708346,exports_labor_unit
"BHS_GDP per capita, PPP (constant 2017 international $)","Bahamas, The",BHS,"GDP per capita, PPP (constant 2017 international $)",34675.0562674014,35656.7363308272,35964.0954156946,37240.3961068859,39430.9079739304,40517.3638442583,40953.4839488565,41371.8336766529,40135.2274819042,39757.543419233996,40352.6087723383,40596.6782859765,40408.1474455301,38746.6708147081,36499.6500385602,36503.7899698752,36254.2730425952,36961.443558522595,35620.131475890696,35659.1614255019,35400.0818537948,35557.3198080925,36297.3070225153,37019.5150676853,gdb_hab
"BHS_GDP, PPP (constant 2017 international $)","Bahamas, The",BHS,"GDP, PPP (constant 2017 international $)",9715395965.22558,10125728669.7556,10334570530.4632,10821947387.4727,11595131660.6299,12076240811.145,12393261405.635,12728458348.959,12567503646.1812,12678442051.1332,13108908133.173,13438840203.0417,13633264458.5,13316494572.2697,12760423652.0808,12956728219.4874,13036202737.8372,13438589494.7819,13078572433.7398,13216461976.6181,13246923030.1812,13438213432.3922,13856896226.2225,14276205790.7022,gdp
BHS_Gross capital formation (% of GDP),"Bahamas, The",BHS,Gross capital formation (% of GDP),27.6550014581511,30.4937655860349,29.0792058569001,32.112239910320504,28.7524385498453,30.1852170564615,26.8735956373237,24.2085493336456,24.273710864264103,23.190864124727103,27.336776397389198,33.5164375814502,30.5104187660218,29.4556336690101,28.053608710113,27.9860060064819,30.1833582411908,31.342101581083003,28.9778963703115,31.5481118830771,24.9035078730744,25.8791968814185,27.2602816495473,25.1011741577779,FBCF
"BHS_Labor force, total","Bahamas, The",BHS,"Labor force, total",144410.0,146644.0,149047.0,151756.0,154591.0,157288.0,160853.0,164397.0,167641.0,170909.0,174338.0,178617.0,182672.0,186374.0,189840.0,193542.0,197179.0,201134.0,205037.0,208884.0,212614.0,216368.0,219835.0,223064.0,labor_force
"BHS_Population, total","Bahamas, The",BHS,"Population, total",280184.0,283978.0,287358.0,290597.0,294062.0,298051.0,302618.0,307660.0,313129.0,318894.0,324859.0,331033.0,337389.0,343681.0,349604.0,354942.0,359577.0,363584.0,367168.0,370633.0,374206.0,377931.0,381761.0,385640.0,pop
"BHS_Unemployment, total (% of total labor force) (modeled ILO estimate)","Bahamas, The",BHS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.8299999237061,11.460000038147,9.76000022888184,7.650000095367429,7.449999809265139,6.96199989318848,6.869999885559079,9.05000019073486,10.8400001525879,10.1999998092651,10.1999998092651,7.53999996185303,7.880000114440921,8.18000030517578,14.25,14.836000442504899,14.520000457763699,14.020000457763699,16.1800003051758,13.8000001907349,12.0,12.6999998092651,9.80000019073486,10.0,unemployment rate
BIH_Exports of goods and services (% of GDP),Bosnia and Herzegovina,BIH,Exports of goods and services (% of GDP),20.4117390235021,23.617706247982998,27.8336349003353,27.3031972254601,27.6439467786027,28.6908426725982,28.3925117389574,24.3478518196947,30.2898662530162,27.811093087289,31.6311205127562,35.021811353171394,27.1015531895955,26.848067719646203,25.0093795920079,29.6955409300384,32.035972954713394,32.3505427165995,33.74304868703,33.989120832086,35.538167859629105,36.347133504500704,40.8305846236437,42.1216617818456,exports_rate
"BIH_Exports of goods and services, PPP (constant 2017 international $)",Bosnia and Herzegovina,BIH,"Exports of goods and services, PPP (constant 2017 international $)",1608925580.3774412,3517695020.915484,5571292631.161923,6317676334.327204,7010588358.569049,7676268992.093279,7930693950.9011545,7161374744.745243,9265448450.150091,9026146854.326088,11165164977.621899,13031292111.733217,10675084701.387558,11150727098.729332,10074995347.365627,12066367579.573402,13142272510.626944,13162251440.945642,14051418522.410559,14317203694.346403,15432146068.742538,16280580143.628845,18868821640.266056,20193482336.735275,exports
"BIH_Exports of goods and services, PPP (constant 2017 international $) per capita",Bosnia and Herzegovina,BIH,"_Exports of goods and services, PPP (constant 2017 international $) per capita",420.1892324146828,934.4574592176717,1491.2174105843637,1691.7799155050022,1872.8093465296226,2046.3633250194816,2111.747732639692,1904.9315073827843,2462.7917031327615,2397.8962971425194,2965.254575924905,3460.7768239999577,2837.016163392645,2970.144429831872,2696.777983833144,3256.364527804664,3589.632429650848,3651.1383281050844,3966.4084825744217,4111.653096618137,4500.006289434836,4807.8252965961765,5629.91783753079,6075.18461938726,exports_hab
"BIH_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Bosnia and Herzegovina,BIH,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",1180.7189585543642,2625.79610837572,4192.850952137273,4761.287598861094,5271.658123363779,5753.40593450467,5925.831188291309,5322.048256914357,6840.24605248691,6619.297478772236,8180.602899416265,9510.927075087431,7644.822366809315,7839.380580785934,7097.70129292042,8412.481815393552,9323.141022265929,9371.171944367574,10054.358551896761,10319.315227527972,11314.014500703848,12084.394869235508,14198.186281201884,15301.674662277212,exports_labor_unit
"BIH_GDP per capita, PPP (constant 2017 international $)",Bosnia and Herzegovina,BIH,"GDP per capita, PPP (constant 2017 international $)",2058.56655295698,3956.59700991274,5357.60929509929,6196.270354474909,6774.753842238029,7132.4615605449,7437.69255800698,7823.81756505477,8130.7447268359,8622.08576130535,9374.48477277015,9881.77564289967,10468.0943691515,11062.7865693979,10783.0663048312,10965.8367075264,11205.005181909799,11286.1733420986,11754.742493374699,12096.9680767286,12662.4599985268,13227.522594046799,13788.4820641796,14422.946204856698,gdb_hab
"BIH_GDP, PPP (constant 2017 international $)",Bosnia and Herzegovina,BIH,"GDP, PPP (constant 2017 international $)",7882354259.59994,14894312699.0408,20016403359.1416,23138961646.7188,25360301894.3571,26755118626.8386,27932343653.9059,29412758044.4386,30589268281.1944,32455203490.191,35298038123.9394,37209075168.3898,39389198938.9221,41532698796.68,40284867164.7386,40633600876.3111,41023484846.8785,40686338885.412,41642409530.7416,42122900927.8488,43424146483.0078,44791923251.975,46212469927.1137,47940849155.763,gdp
BIH_Gross capital formation (% of GDP),Bosnia and Herzegovina,BIH,Gross capital formation (% of GDP),19.9831460781267,41.2139014001628,41.9999993717899,38.0000002760846,27.9999793095576,20.5516382924117,19.077430959013103,18.560205484407803,18.844801103067898,26.6183810389391,27.208247954897598,21.6359399846888,25.780434408428803,27.6983408263461,20.398007623035603,16.8502657978511,19.156924283703898,19.5234588644728,18.3699846527587,19.3683583765463,19.0277439750193,20.1099769064548,21.911171183466,21.604498159719,FBCF
"BIH_Labor force, total",Bosnia and Herzegovina,BIH,"Labor force, total",1362666.0,1339668.0,1328760.0,1326884.0,1329864.0,1334213.0,1338326.0,1345605.0,1354549.0,1363611.0,1364834.0,1370139.0,1396381.0,1422399.0,1419473.0,1434341.0,1409640.0,1404547.0,1397545.0,1387418.0,1363985.0,1347240.0,1328960.0,1319691.0,labor_force
"BIH_Population, total",Bosnia and Herzegovina,BIH,"Population, total",3829050.0,3764425.0,3736070.0,3734337.0,3743354.0,3751176.0,3755512.0,3759387.0,3762173.0,3764194.0,3765331.0,3765424.0,3762786.0,3754271.0,3735938.0,3705472.0,3661175.0,3604972.0,3542605.0,3482104.0,3429361.0,3386267.0,3351527.0,3323929.0,pop
"BIH_Unemployment, total (% of total labor force) (modeled ILO estimate)",Bosnia and Herzegovina,BIH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",21.0960006713867,21.989000320434602,22.847999572753896,23.738000869751,24.760000228881804,25.655000686645497,26.6019992828369,27.7040004730225,28.7099990844727,29.5939998626709,30.44700050354,31.1100006103516,28.983999252319304,23.405000686645497,24.068000793457,27.3120002746582,27.5820007324219,28.010000228881804,27.4500007629395,27.5170001983643,27.6940002441406,25.408000946044897,20.5270004272461,18.3999996185303,unemployment rate
BLR_Exports of goods and services (% of GDP),Belarus,BLR,Exports of goods and services (% of GDP),49.6651647817599,46.3498037416792,59.8598805986424,59.0511292994057,59.2033413701759,69.2108213448948,66.7476067360771,63.627515944036105,65.156379906358,67.8863333586708,59.7978087236099,60.061311769084206,60.94305271532121,60.9377552183976,48.8764618241933,51.3728853529564,78.4653615193087,78.7769072783938,58.3335781066769,54.941004057247,58.0107665670743,62.5093471231924,66.7896002012327,70.4550452625374,exports_rate
"BLR_Exports of goods and services, PPP (constant 2017 international $)",Belarus,BLR,"Exports of goods and services, PPP (constant 2017 international $)",29391293684.9387,28197321461.64131,40567758675.814606,43381306082.44347,44971893076.117874,55623029109.72311,56178219316.04562,56254041655.97493,61663015943.66057,71602673715.06503,69000062621.86383,76234524021.22539,84006121881.12402,92566698748.87912,74393635843.46735,84291107808.00803,135668383537.91388,138505050794.52414,103590898132.87291,99250610063.12318,100782877205.28883,105854642694.10414,115966886557.5139,126183655858.94301,exports
"BLR_Exports of goods and services, PPP (constant 2017 international $) per capita",Belarus,BLR,"_Exports of goods and services, PPP (constant 2017 international $) per capita",2883.1953781576126,2775.3269155158773,4009.860499734566,4308.40263009668,4485.19678843886,5573.667619247957,5658.250698671641,5702.069632216571,6294.232499338359,7358.8488512983295,7139.969941981467,7937.025219692044,8786.375362489913,9715.243962797918,7825.336572794989,8881.552145743632,14321.325902022456,14634.17232451643,10943.47464222447,10475.539060867963,10620.332498732176,11140.795022583105,12209.271774033014,13305.601219438417,exports_hab
"BLR_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Belarus,BLR,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",6228.012720974786,5959.715568095439,8569.10416458122,9149.703472995365,9448.166493366787,11576.489457315134,11603.565062794178,11538.242095328555,12565.850505821167,14501.998247078702,13897.402743317385,15303.245231890807,16777.826020057233,18381.390774242005,14683.901167996491,16558.90283397468,26611.490082293956,27140.834197404085,20286.534908708036,19434.092507498124,19736.465046086763,20728.722697514746,22751.912845790765,24803.561769053846,exports_labor_unit
"BLR_GDP per capita, PPP (constant 2017 international $)",Belarus,BLR,"GDP per capita, PPP (constant 2017 international $)",5805.26691258759,5987.78568941429,6698.744567535121,7296.05459067832,7575.918325951629,8053.173638083241,8477.08401148315,8961.64111959338,9660.193688452859,10839.9562728165,11940.186596105801,13214.87158024,14417.3535308989,15942.8976797373,16010.439955622,17288.404349343302,18251.7809447653,18576.7286760826,18760.16352402,19066.8868190919,18307.5196678406,17822.606594541798,18280.198919064198,18885.2354999668,gdb_hab
"BLR_GDP, PPP (constant 2017 international $)",Belarus,BLR,"GDP, PPP (constant 2017 international $)",59178890906.9179,60835902604.4492,67771198789.7528,73463973673.54,75961748163.7156,80367532170.3519,84165143985.127,88411500624.1222,94638492857.1568,105474357168.12,115388948348.90599,126927837197.965,137843639493.308,151903689949.072,152207490204.709,164077036415.00302,172902260196.085,175819355671.141,177583651637.882,180649428903.24103,173731331560.254,169342102526.663,173630155305.786,179098111978.7,gdp
BLR_Gross capital formation (% of GDP),Belarus,BLR,Gross capital formation (% of GDP),24.749800252053102,23.519200996669102,26.836954447564302,26.7119649197264,23.706768924913696,25.398673060500602,23.7608599445648,22.176851593255897,24.954327659388298,28.6673014374357,28.4604661956657,32.1841371566982,34.0919031794272,37.6416510261128,36.864044455923796,40.6563662623236,37.217595078845896,35.0942730563184,38.7980262073973,34.8410329356421,29.0346959914608,26.4775827022928,28.0303589091824,28.0788785453202,FBCF
"BLR_Labor force, total",Belarus,BLR,"Labor force, total",4719209.0,4731320.0,4734189.0,4741280.0,4759854.0,4804827.0,4841462.0,4875443.0,4907190.0,4937435.0,4964961.0,4981592.0,5006973.0,5035892.0,5066340.0,5090380.0,5098113.0,5103198.0,5106387.0,5107036.0,5106430.0,5106665.0,5097017.0,5087320.0,labor_force
"BLR_Population, total",Belarus,BLR,"Population, total",10194000.0,10160000.0,10117000.0,10069000.0,10026738.0,9979610.0,9928549.0,9865548.0,9796749.0,9730146.0,9663915.0,9604924.0,9560953.0,9527985.0,9506765.0,9490583.0,9473172.0,9464495.0,9465997.0,9474511.0,9489616.0,9501534.0,9498264.0,9483499.0,pop
"BLR_Unemployment, total (% of total labor force) (modeled ILO estimate)",Belarus,BLR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",17.7000007629395,24.399999618530302,17.1000003814697,14.0,12.8000001907349,12.001000404357901,11.255000114440902,10.6180000305176,9.927000045776369,9.18599987030029,8.46000003814697,7.68900012969971,6.98199987411499,6.39099979400635,6.099999904632571,6.125999927520749,6.09800004959106,6.07800006866455,6.0630002021789595,5.980999946594241,5.91400003433228,5.84000015258789,5.650000095367429,4.76000022888184,unemployment rate
BLZ_Exports of goods and services (% of GDP),Belize,BLZ,Exports of goods and services (% of GDP),47.961010119643895,50.00342228787189,52.77929484505421,52.581468780971406,54.320225179119795,52.9736554293612,51.0716013128347,52.988670882655,53.5570259278088,50.8730156465497,55.263082437276,61.5022476552494,62.0031653035546,63.1685832685833,52.394359675093,59.0541460935231,62.619037513691104,64.4527972946352,65.3605229834114,62.3173682944431,58.8154658313029,52.602481550335206,54.976284983121005,57.70234608807179,exports_rate
"BLZ_Exports of goods and services, PPP (constant 2017 international $)",Belize,BLZ,"Exports of goods and services, PPP (constant 2017 international $)",577418158.8985615,610536910.0331751,667500209.1268511,689765652.998145,775171794.0668144,854377798.2882847,862309453.3578764,936995457.2446053,1035443492.9030052,1030639289.624414,1141430638.0652251,1331514394.4237971,1349209796.9714105,1422506976.3672876,1182469701.6268187,1372779257.2072742,1483627200.0149915,1563929980.239517,1606606827.3413742,1587490570.9231963,1540977781.4635828,1379368850.6414206,1468576954.8098733,1573442882.2761924,exports
