country3,year,taux d'imposition sur bénéfices,salaire horaire minimum en US$ PPA,indice protection de l'emploi,% des 25-64ans diplomes du superieur,IDE entrants en % PIB
IDN,2016,25,NA,NA,11.337651,0.42076350386864
IDN,2017,25,NA,NA,11.857569,2.0262525690006
IDN,2018,25,NA,NA,NA,1.9729615137699
IDN,2019,25,NA,NA,NA,2.09883783891
IDN,2020,25,NA,NA,NA,NA
IMN,2000,20,NA,NA,NA,NA
IMN,2001,18,NA,NA,NA,NA
IMN,2002,18,NA,NA,NA,NA
IMN,2003,18,NA,NA,NA,NA
IMN,2004,18,NA,NA,NA,NA
IMN,2005,18,NA,NA,NA,NA
IMN,2006,0,NA,NA,NA,NA
IMN,2007,0,NA,NA,NA,NA
IMN,2008,0,NA,NA,NA,NA
IMN,2009,0,NA,NA,NA,NA
IMN,2010,0,NA,NA,NA,NA
IMN,2011,0,NA,NA,NA,NA
IMN,2012,0,NA,NA,NA,NA
IMN,2013,0,NA,NA,NA,NA
IMN,2014,0,NA,NA,NA,NA
IMN,2015,0,NA,NA,NA,NA
IMN,2016,0,NA,NA,NA,NA
IMN,2017,0,NA,NA,NA,NA
IMN,2018,0,NA,NA,NA,NA
IMN,2019,0,NA,NA,NA,NA
IMN,2020,0,NA,NA,NA,NA
IND,2000,48.089,NA,NA,NA,NA
IND,2001,43.898,NA,NA,NA,NA
IND,2002,45.052,NA,NA,NA,NA
IND,2003,44.091,NA,NA,NA,NA
IND,2004,44.879,NA,NA,NA,NA
IND,2005,42.964,NA,NA,NA,0.93660054146988
IND,2006,43.338,NA,NA,NA,2.2124827720964
IND,2007,45.208,NA,NA,NA,2.1789431984403
IND,2008,45.208,NA,2.471,NA,3.7831138723744
IND,2009,45.208,NA,2.471,NA,2.7420827227699
IND,2010,44.309,NA,2.471,NA,1.603580844152
IND,2011,43.404,NA,2.471,10.595189,2.0019980219983
IND,2012,43.404,NA,2.471,NA,1.3129241643718
IND,2013,45.208,NA,NA,NA,1.5162770410848
IND,2014,45.208,NA,NA,NA,1.6956594238613
IND,2015,47.92,NA,NA,NA,2.0921155725361
IND,2016,47.92,NA,NA,NA,1.9416309153734
IND,2017,47.92,NA,NA,NA,1.5068778095538
IND,2018,48.316,NA,NA,NA,1.5491578687743
IND,2019,48.316,NA,NA,NA,1.7240236138126
IND,2020,48.316,NA,NA,NA,NA
IRL,1998,NA,NA,1.692,NA,NA
IRL,1999,NA,NA,1.692,NA,NA
IRL,2000,24,NA,1.692,21.613003,NA
IRL,2001,20,7.69679632286634,1.692,23.577002,NA
IRL,2002,16,7.72641435052733,1.692,24.814322,NA
IRL,2003,12.5,7.81020776520621,1.692,26.308289,NA
IRL,2004,12.5,8.36419885016391,1.692,27.820133,NA
IRL,2005,12.5,8.72976376718984,1.692,29.074234,-14.958057142863
IRL,2006,12.5,8.64823202927659,1.787,31.095585,-2.3873879824623
IRL,2007,12.5,9.13899003172669,1.787,32.39011,9.1436914911743
IRL,2008,12.5,8.95846011711269,1.787,33.902611,-5.9461579967363
IRL,2009,12.5,9.37843618602933,1.787,35.822323,10.839413317351
IRL,2010,12.5,9.46571918784765,1.787,37.584061,19.25056832852
IRL,2011,12.5,9.22969837186706,1.787,38.162312,9.9107638352754
IRL,2012,12.5,9.07575460784625,1.878,39.69788,21.735084790665
IRL,2013,12.5,9.02981857805215,1.878,41.47068,21.199919255246
IRL,2014,12.5,9.0133653720958,1.878,40.967049,18.617961175393
IRL,2015,12.5,9.03956919201632,1.878,42.806118,74.693939244588
IRL,2016,12.5,9.56129344909608,1.878,NA,13.094057607694
IRL,2017,12.5,9.63298510487573,1.878,45.65897,15.706925705237
IRL,2018,12.5,9.89707189675973,1.878,46.935135,60.814824935914
IRL,2019,12.5,10.0616739545356,1.878,47.306587,20.864884199334
IRL,2020,12.5,NA,NA,NA,NA
ISL,2000,30,NA,NA,NA,NA
ISL,2001,30,NA,NA,NA,NA
ISL,2002,18,NA,NA,NA,NA
ISL,2003,18,NA,NA,27.861868,NA
ISL,2004,18,NA,NA,27.94356,NA
ISL,2005,18,NA,NA,29.471401,18.296016723895
ISL,2006,18,NA,NA,30.411818,22.411591516078
ISL,2007,18,NA,NA,30.804794,31.708708293114
ISL,2008,15,NA,NA,31.591888,5.1334122337239
ISL,2009,15,NA,NA,32.907246,0.59823822179172
ISL,2010,18,NA,NA,32.632442,1.7914474520392
ISL,2011,20,NA,NA,33.774651,7.3047741094534
ISL,2012,20,NA,NA,35.01783,6.9602901484322
ISL,2013,20,NA,1.938,36.08242,2.4753276316858
ISL,2014,20,NA,1.938,37.088051,2.5194517426231
ISL,2015,20,NA,1.938,38.841152,4.0753337721126
ISL,2016,20,NA,1.938,40.475002,-2.0721135913525
ISL,2017,20,NA,1.938,42.38409,-0.16908056060797
ISL,2018,20,NA,1.938,43.749649,-1.4825636818589
ISL,2019,20,NA,1.938,45.038918,-1.0441179048441
ISL,2020,20,NA,NA,NA,NA
ISR,2000,36,NA,NA,NA,NA
ISR,2001,36,5.45917257820882,NA,NA,NA
ISR,2002,36,5.2830985118391,NA,42.090389,NA
ISR,2003,36,5.35564375784123,NA,42.89489,NA
ISR,2004,35,5.3777311637917,NA,NA,NA
ISR,2005,34,5.30822456316057,NA,43.047825,3.3775992653888
ISR,2006,31,5.4591117035315,NA,NA,9.3383126596582
ISR,2007,29,5.70779583283734,NA,43.58707,4.9134214968892
ISR,2008,27,5.60890053989004,2.227,43.980537,4.7492878032816
ISR,2009,26,5.52699241296412,2.227,44.880913,2.2202687840908
ISR,2010,25,5.38128528500841,2.227,45.560074,2.9850829187325
ISR,2011,24,5.38436364623728,2.227,46.396889,3.3151848884792
ISR,2012,25,5.51262161717175,2.227,46.441711,3.506391801323
ISR,2013,25,5.62438495961035,2.227,47.421043,4.0460182300413
ISR,2014,26.5,5.59723663007826,2.227,48.53273,1.9510230042097
ISR,2015,26.5,5.97639066824322,2.227,48.824478,3.777223041517
ISR,2016,25,6.23937493894959,2.227,49.895348,3.7625785975997
ISR,2017,24,6.56874047646421,2.227,50.91605,4.789973796878
ISR,2018,23,6.90833169968711,2.227,50.201576,5.8076039861176
ISR,2019,23,6.85067664253386,2.227,50.246292,4.8263508983353
ISR,2020,23,NA,NA,NA,NA
ITA,1998,NA,NA,3.332,NA,NA
ITA,1999,NA,NA,3.332,NA,NA
ITA,2000,41.25,NA,3.332,9.3770475,NA
ITA,2001,40.25,NA,3.332,10.04891,NA
ITA,2002,40.25,NA,3.332,10.367989,NA
ITA,2003,38.25,NA,3.332,10.460108,NA
ITA,2004,37.25,NA,3.332,11.59316,NA
ITA,2005,37.25,NA,3.332,12.224514,1.0741602090015
ITA,2006,37.25,NA,3.332,12.872448,2.0137678427044
ITA,2007,37.25,NA,3.332,13.578119,1.8168813051007
ITA,2008,31.4,NA,3.332,14.357011,-0.44897779625752
ITA,2009,31.4,NA,3.332,14.510798,0.91265678183398
ITA,2010,31.4,NA,3.332,14.802574,0.42969935616403
ITA,2011,31.4,NA,3.332,14.935372,1.4969573375921
ITA,2012,31.293,NA,3.332,15.708264,0.00443444479716
ITA,2013,31.293,NA,3.166,16.289694,1.1329629107104
ITA,2014,31.293,NA,3.166,16.910578,1.0741967917433
ITA,2015,31.293,NA,3.166,17.546457,1.0688426193297
ITA,2016,31.293,NA,2.838,17.723593,1.5151692278653
ITA,2017,27.806,NA,2.624,18.669672,1.223157094346
ITA,2018,27.806,NA,2.624,19.323732,1.8055115777541
ITA,2019,27.806,NA,2.683,19.632418,0.90704159416621
ITA,2020,27.81,NA,NA,NA,NA
JAM,2000,33.33,NA,NA,NA,NA
JAM,2001,33.33,NA,NA,NA,NA
JAM,2002,33.33,NA,NA,NA,NA
JAM,2003,33.33,NA,NA,NA,NA
JAM,2004,33.33,NA,NA,NA,NA
JAM,2005,33.33,NA,NA,NA,NA
JAM,2006,33.33,NA,NA,NA,NA
JAM,2007,33.33,NA,NA,NA,NA
JAM,2008,33.33,NA,NA,NA,NA
JAM,2009,33.33,NA,NA,NA,NA
JAM,2010,33.33,NA,NA,NA,NA
JAM,2011,33.33,NA,NA,NA,NA
JAM,2012,33.33,NA,NA,NA,NA
JAM,2013,25,NA,NA,NA,NA
JAM,2014,25,NA,1.518,NA,NA
JAM,2015,25,NA,NA,NA,NA
JAM,2016,25,NA,NA,NA,NA
JAM,2017,25,NA,NA,NA,NA
JAM,2018,25,NA,NA,NA,NA
JAM,2019,25,NA,NA,NA,NA
JAM,2020,25,NA,NA,NA,NA
JEY,2000,20,NA,NA,NA,NA
JEY,2001,20,NA,NA,NA,NA
JEY,2002,20,NA,NA,NA,NA
JEY,2003,20,NA,NA,NA,NA
JEY,2004,20,NA,NA,NA,NA
JEY,2005,20,NA,NA,NA,NA
JEY,2006,20,NA,NA,NA,NA
JEY,2007,20,NA,NA,NA,NA
JEY,2008,20,NA,NA,NA,NA
JEY,2009,0,NA,NA,NA,NA
JEY,2010,0,NA,NA,NA,NA
JEY,2011,0,NA,NA,NA,NA
JEY,2012,0,NA,NA,NA,NA
JEY,2013,0,NA,NA,NA,NA
JEY,2014,0,NA,NA,NA,NA
JEY,2015,0,NA,NA,NA,NA
JEY,2016,0,NA,NA,NA,NA
JEY,2017,0,NA,NA,NA,NA
JEY,2018,0,NA,NA,NA,NA
JEY,2019,0,NA,NA,NA,NA
JEY,2020,0,NA,NA,NA,NA
JPN,1998,NA,NA,2.144,NA,NA
JPN,1999,NA,NA,2.144,NA,NA
JPN,2000,40.87,NA,2.144,33.615494,NA
JPN,2001,40.87,6.25134025008291,2.144,34.13689,NA
JPN,2002,40.87,6.29828108965483,2.144,36.575481,NA
JPN,2003,40.87,6.30831801533845,2.144,37.422066,NA
JPN,2004,39.54,6.34050357589249,2.144,38.693394,NA
JPN,2005,39.54,6.35798309706525,2.144,39.939026,0.05842573467891
JPN,2006,39.54,6.42300293216023,2.144,40.464294,-0.14353758160004
JPN,2007,39.54,6.47136270925649,1.906,41.024883,0.49936299060263
JPN,2008,39.54,6.69776817675252,1.906,42.842262,0.48468964474325
JPN,2009,39.54,6.85869976001739,1.906,43.764038,0.22821221209299
JPN,2010,39.54,7.01613347265206,1.906,44.809975,-0.02196927770443
JPN,2011,39.54,7.09892287693855,1.906,46.364063,-0.02853746854425
JPN,2012,39.54,7.19630449873992,1.906,46.619377,0.02791371929917
JPN,2013,36.99,7.14475980728746,1.906,47.311993,0.04467513409172
JPN,2014,36.99,7.24109079897303,1.906,48.185074,0.21898927296514
